year,state,coc_name,coc_number,spm0_coc_award_amount,ahar_part_1_coc_category,spm0_total_non_dv_beds_on_hic_es_th,spm0_total_non_dv_hmis_beds_on_hic_es_th,spm1_es_sh_avg_days,spm1_es_sh_median_days,spm1_es_sh_th_avg_days,spm1_es_sh_th_median_days,spm2_total_persons_exited_so_es_th_sh_ph,spm2_total_persons_returns_in_6_mths,spm2_total_persons_returns_in_12_mths_should_include_the_6_month_cohort,spm2_total_persons_returns_in_24_mths_should_include_both_the_6_and_12_month_cohort,spm3_total_hmis_count,spm4s_total_stayers_persons,spm4s_total_stayers_increased_earned_income,spm4s_total_stayers_increased_non_employment_cash_income,spm4s_total_stayers_increased_total_income,spm4l_total_leavers_persons,spm4l_total_leavers_increased_earned_income,spm4l_total_leavers_increased_non_employment_cash_income,spm4l_total_leavers_increased_total_income,spm5_es_sh_th_1st_time_homeless,spm5_es_sh_th_ph_1st_time_homeless,spm7_total_persons_exiting_street_outreach_so,spm7_total_persons_exited_so_to_temporary_destinations,spm7_total_persons_exited_so_to_permanent_destinations,spm7_total_persons_exiting_es_th_sh_ph_rrh,spm7_total_persons_exiting_es_th_sh_ph_rrh_to_permanent_housing,spm7_total_persons_exiting_ph_or_remaining_in_ph_at_end_of_reporting_period_measure_excludes_ph_rrh,spm7_total_persons_exited_ph_to_permanent_destinations_or_remained_in_ph_for_6_mos_measure_excludes_ph_rrh
2016,MI,Detroit CoC,MI-501,23271331,Major Cities,2133,2112,56,34,100,57,4849,973,1287,1586,8703,1023,21,58,71,942,137,151,271,5273,5869,1492,240,369,7666,3280,2619,2546
2016,MI,"Dearborn, Dearborn Heights, Westland/Wayne County CoC",MI-502,3405983,"Smaller Cities, Counties, and Regional CoCs",162,162,59,48,85,61,635,25,34,54,877,138,7,18,25,154,27,9,34,649,899,0,0,0,897,538,398,396
2016,MI,"St. Clair Shores, Warren/Macomb County CoC",MI-503,1198139,"Smaller Cities, Counties, and Regional CoCs",309,236,47,27,51,29,543,41,64,103,1694,43,3,14,16,44,3,31,33,1222,1459,170,50,98,1689,476,139,129
2016,MI,"Pontiac, Royal Oak/Oakland County CoC",MI-504,5807618,"Smaller Cities, Counties, and Regional CoCs",245,242,56,27,109,44,363,36,50,63,1059,338,26,67,87,142,26,45,66,754,1052,323,73,193,1104,694,691,657
2016,MI,Flint/Genesee County CoC,MI-505,2105600,"Smaller Cities, Counties, and Regional CoCs",280,266,36,19,55,21,736,95,132,166,1778,130,7,21,26,80,5,21,23,1326,1461,416,23,30,1621,576,458,453
2016,MI,"Grand Rapids, Wyoming/Kent County CoC",MI-506,5511453,"Smaller Cities, Counties, and Regional CoCs",684,684,72,36,77,41,1564,149,232,367,3290,402,24,108,118,364,83,75,149,2270,2970,237,34,37,3317,1595,1635,1552
2016,MI,"Portage, Kalamazoo City & County CoC",MI-507,1730134,"Smaller Cities, Counties, and Regional CoCs",390,390,39,20,53,23,1491,184,298,408,1734,138,8,25,32,71,5,25,29,1797,2124,252,142,109,1955,1073,794,772
2016,MI,"Lansing, East Lansing/Ingham County CoC",MI-508,2551559,"Smaller Cities, Counties, and Regional CoCs",349,261,41,20,46,22,1508,290,419,546,2824,148,7,28,35,200,25,35,57,1850,1978,352,23,62,2698,784,377,347
2016,MI,Washtenaw County CoC,MI-509,5733891,"Smaller Cities, Counties, and Regional CoCs",219,209,57,35,67,41,653,158,200,241,1339,246,8,35,43,176,37,39,69,1158,1323,298,71,101,1645,761,518,499
2016,MI,Saginaw City & County CoC,MI-510,1806174,"Smaller Cities, Counties, and Regional CoCs",277,277,50,20,66,25,913,123,183,250,1620,114,7,20,24,66,7,20,26,1089,1190,46,29,8,1509,708,359,341
2016,MI,Lenawee County CoC,MI-511,107596,"Smaller Cities, Counties, and Regional CoCs",58,40,20,7,44,7,200,19,25,31,287,7,1,1,2,5,1,0,1,237,348,16,15,1,396,102,7,7
2016,MI,"Grand Traverse, Antrim, Leelanau Counties CoC",MI-512,675516,"Smaller Cities, Counties, and Regional CoCs",121,102,54,39,70,40,399,54,75,95,675,42,1,2,3,16,2,4,6,418,457,49,5,37,536,273,157,148
2016,MI,"Marquette, Alger Counties CoC",MI-513,131967,"Smaller Cities, Counties, and Regional CoCs",24,22,17,13,56,14,104,8,16,22,159,23,0,1,1,11,2,0,2,145,218,0,0,0,230,163,40,36
2016,MI,Battle Creek/Calhoun County CoC,MI-514,305356,"Smaller Cities, Counties, and Regional CoCs",181,141,0,15,0,18,421,94,121,147,986,66,0,0,0,85,7,9,15,662,755,172,97,51,891,284,298,247
2016,MI,Monroe City & County CoC,MI-515,129387,"Smaller Cities, Counties, and Regional CoCs",192,156,49,36,99,53,319,29,47,70,719,23,0,1,1,115,17,3,20,516,587,0,0,0,640,267,33,33
2016,MI,"Norton Shores, Muskegon City & County CoC",MI-516,571984,"Smaller Cities, Counties, and Regional CoCs",173,159,31,13,57,15,759,121,171,231,1124,18,0,0,0,55,6,5,10,837,976,90,12,34,1131,568,145,134
2016,MI,Jackson City & County CoC,MI-517,818093,"Smaller Cities, Counties, and Regional CoCs",152,152,42,15,91,26,570,64,92,131,714,43,1,0,1,30,4,5,8,483,529,204,23,90,626,391,83,82
2016,MI,Livingston County CoC,MI-518,219006,"Smaller Cities, Counties, and Regional CoCs",43,43,9,7,28,7,209,21,33,41,571,9,0,4,4,11,1,1,2,458,485,33,5,28,491,171,44,44
2016,MI,Holland/Ottawa County CoC,MI-519,1017437,"Smaller Cities, Counties, and Regional CoCs",297,287,47,24,89,34,640,133,169,223,1148,36,1,8,8,12,1,0,1,770,788,0,0,0,919,462,124,119
2016,MI,Eaton County CoC,MI-523,929250,"Smaller Cities, Counties, and Regional CoCs",82,79,29,8,92,28,231,5,13,19,347,26,3,5,8,24,10,5,14,259,455,0,0,0,606,509,28,28
2016,MN,Minneapolis/Hennepin County CoC,MN-500,11814366,Major Cities,2748,2620,43,18,58,20,3333,221,458,708,12310,809,73,199,256,459,104,116,189,7932,8880,530,91,141,9459,2036,5080,4711
2016,MN,Saint Paul/Ramsey County CoC,MN-501,6976719,"Smaller Cities, Counties, and Regional CoCs",1100,545,45,21,91,30,1287,41,80,122,3829,601,36,133,159,276,64,61,108,2208,3020,300,84,69,3407,863,3138,2882
2016,MN,Rochester/Southeast Minnesota CoC,MN-502,2032007,"Smaller Cities, Counties, and Regional CoCs",370,315,37,17,126,48,540,7,17,42,1128,94,6,18,24,209,27,22,43,773,1160,22,15,7,1182,675,683,638
2016,MN,"Dakota, Anoka, Washington, Scott, Carver Counties ",MN-503,3775053,"Smaller Cities, Counties, and Regional CoCs",405,371,61,35,102,43,1199,88,108,154,1851,248,36,57,77,76,19,26,41,1451,1757,64,6,25,1734,1002,822,745
2016,MN,Northeast Minnesota CoC,MN-504,441917,"Smaller Cities, Counties, and Regional CoCs",60,50,20,15,86,23,189,3,4,13,241,46,4,12,13,43,8,8,11,225,341,0,0,0,258,172,185,162
2016,MN,St. Cloud/Central Minnesota CoC,MN-505,1406233,"Smaller Cities, Counties, and Regional CoCs",428,302,33,20,100,37,535,27,35,52,1519,89,11,20,28,44,10,12,22,1116,1331,105,22,57,1188,514,512,482
2016,MN,Northwest Minnesota CoC,MN-506,672506,"Smaller Cities, Counties, and Regional CoCs",230,220,58,23,182,42,424,17,31,50,1288,38,2,3,4,50,11,10,20,836,950,133,16,86,998,428,438,356
2016,MN,Moorhead/West Central Minnesota CoC,MN-508,824001,"Smaller Cities, Counties, and Regional CoCs",173,173,36,17,78,24,279,4,16,16,1215,76,5,29,31,24,4,6,10,992,1081,104,4,43,514,274,761,691
2016,MN,Duluth/St.Louis County CoC,MN-509,3045367,"Smaller Cities, Counties, and Regional CoCs",368,284,29,10,87,21,1104,52,86,168,1490,278,18,40,53,226,39,26,62,978,1185,217,25,160,1368,545,946,833
2016,MN,Southwest Minnesota CoC,MN-511,984744,"Smaller Cities, Counties, and Regional CoCs",105,91,25,21,60,29,330,8,17,36,474,68,10,12,16,53,17,4,20,421,503,0,0,0,362,268,209,178
2016,MO,St. Louis County CoC,MO-500,1947438,"Smaller Cities, Counties, and Regional CoCs",330,300,51,28,103,43,333,10,19,24,1075,149,13,26,36,45,11,14,24,822,942,821,94,24,941,440,343,335
2016,MO,St.Louis City CoC,MO-501,11327426,"Smaller Cities, Counties, and Regional CoCs",1272,993,69,39,126,64,1028,79,122,171,3624,861,51,140,179,355,52,70,115,2305,2604,87,3,3,2902,791,1598,1542
2016,MO,"St. Charles City & County, Lincoln, Warren Counties CoC",MO-503,287447,"Smaller Cities, Counties, and Regional CoCs",205,99,31,17,62,23,8,1,3,3,460,24,1,1,2,108,15,8,17,374,625,7,2,1,484,318,38,38
2016,MO,"Springfield/Greene, Christian, Webster Counties CoC",MO-600,901775,"Smaller Cities, Counties, and Regional CoCs",239,236,65,24,83,31,295,20,26,34,929,95,1,6,7,149,12,7,19,622,752,0,0,0,966,361,203,187
2016,MO,"Joplin/Jasper, Newton Counties CoC",MO-602,549936,"Smaller Cities, Counties, and Regional CoCs",334,181,54,31,148,76,108,1,2,4,331,28,2,0,2,41,8,3,11,228,368,0,0,0,344,227,124,109
2016,MO,"St. Joseph/Andrew, Buchanan, DeKalb Counties CoC",MO-603,1258363,"Smaller Cities, Counties, and Regional CoCs",111,95,83,3,111,1,466,84,122,154,559,121,15,41,54,933,81,41,116,778,983,0,0,0,1004,233,205,181
2016,KS,Kansas City/Wyandotte County CoC,MO-604K,12834032,Major Cities,0,0,189,56,291,31,837,110,169,192,752,682,10,75,83,1455,237,120,330,422,541,59,4,19,894,417,482,400
2016,MO,Kansas City/Independence/Lee's Summit/Jackson County CoC,MO-604M,0,*,1507,1335,160,,227,,3004,832,1229,1463,7562,1760,110,349,435,2661,466,266,678,4908,6267,245,55,128,113651,1443,2722,2463
2016,MO,Missouri Balance of State CoC,MO-606,4942202,Balance of State and Statewide CoCs,913,435,52,22,77,27,1179,47,84,123,1939,415,20,49,64,281,23,53,75,1464,2446,187,65,55,2469,1252,1366,1227
2016,MP,Northern Mariana Islands CoC,MP-500,0,Balance of State and Statewide CoCs,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,23,10,0,0
2016,MS,"Jackson/Rankin, Madison Counties CoC",MS-500,1313447,"Smaller Cities, Counties, and Regional CoCs",428,329,19,4,41,7,269,16,28,30,1439,27,0,0,0,105,14,5,18,1064,1283,1,1,0,1598,413,195,183
2016,MS,Mississippi Balance of State CoC,MS-501,3241980,Balance of State and Statewide CoCs,491,359,37,17,71,28,646,36,63,126,1508,13,1,0,1,516,103,38,133,1113,2370,85,6,32,3065,2065,219,174
2016,MS,Gulf Port/Gulf Coast Regional CoC,MS-503,812476,"Smaller Cities, Counties, and Regional CoCs",96,91,37,7,39,10,280,3,7,14,524,17,2,3,5,33,7,13,19,390,440,172,2,39,987,547,118,101
2016,MT,Montana Statewide CoC,MT-500,2446282,Balance of State and Statewide CoCs,958,347,154,31,154,31,783,13,21,25,659,146,65,0,60,279,45,0,43,349,1581,17,1,0,1382,921,650,601
2016,NC,Winston-Salem/Forsyth County CoC,NC-500,1896891,"Smaller Cities, Counties, and Regional CoCs",433,330,75,42,87,47,799,114,136,174,1758,70,0,4,4,136,21,20,39,1171,1235,0,0,0,1398,515,315,300
2016,NC,Asheville/Buncombe County CoC,NC-501,1206060,"Smaller Cities, Counties, and Regional CoCs",419,301,38,15,117,58,727,46,74,125,1240,91,5,27,32,20,2,8,8,806,1054,98,28,18,1220,661,701,639
2016,NC,Durham City & County CoC,NC-502,1282978,"Smaller Cities, Counties, and Regional CoCs",307,307,81,48,108,65,695,53,79,106,1287,125,4,22,25,54,13,12,22,805,975,0,0,0,1097,482,376,356
2016,NC,North Carolina Balance of State CoC,NC-503,8409964,Balance of State and Statewide CoCs,2340,1430,77,32,90,35,2978,246,374,499,6322,708,34,129,155,279,36,47,79,4450,5791,309,36,50,6389,2772,1661,1610
2016,NC,"Greensboro, High Point CoC",NC-504,2006402,"Smaller Cities, Counties, and Regional CoCs",605,493,63,38,82,51,1160,125,224,310,2469,126,15,20,32,66,13,15,23,1642,1732,16,5,5,2120,1023,516,505
2016,NC,Charlotte/Mecklenberg CoC,NC-505,3659196,Major Cities,1456,1361,71,31,97,40,1675,132,215,296,6167,260,15,36,50,281,83,22,102,3762,4113,115,6,70,4700,2327,979,937
2016,NC,"Wilmington/Brunswick, New Hanover, Pender Counties CoC",NC-506,668205,"Smaller Cities, Counties, and Regional CoCs",320,238,42,23,68,30,421,75,99,114,1222,67,6,16,18,40,10,12,21,913,955,0,0,0,1068,409,85,84
2016,NC,Raleigh/Wake County CoC,NC-507,3187757,Major Cities,709,675,46,19,60,22,1377,158,216,305,4454,220,24,35,55,74,20,25,39,2973,3355,74,4,5,4366,1317,726,678
2016,NC,"Gastonia/Cleveland, Gaston, Lincoln Counties CoC",NC-509,835476,"Smaller Cities, Counties, and Regional CoCs",248,120,54,29,60,29,201,20,26,37,683,52,1,1,2,56,10,7,16,528,576,0,0,0,662,328,157,153
2016,NC,Fayetteville/Cumberland County CoC,NC-511,698580,"Smaller Cities, Counties, and Regional CoCs",200,200,39,16,133,41,428,23,33,46,599,18,0,1,1,31,5,8,13,403,551,173,21,14,654,298,137,137
2016,NC,Chapel Hill/Orange County CoC,NC-513,656714,"Smaller Cities, Counties, and Regional CoCs",91,91,80,47,114,74,196,8,14,19,270,54,0,4,4,6,1,0,1,193,214,4,0,0,234,67,103,101
2016,NC,Northwest North Carolina CoC,NC-516,288831,"Smaller Cities, Counties, and Regional CoCs",71,53,43,26,74,32,115,15,22,23,360,24,0,0,0,36,3,4,7,228,251,,,,341,152,56,54
2016,ND,North Dakota Statewide CoC,ND-500,1903991,Balance of State and Statewide CoCs,648,638,350,89,360,93,936,78,118,167,3477,99,3,20,20,110,14,14,27,1902,2184,148,75,51,2562,827,658,580
2016,NE,Nebraska Balance of State CoC,NE-500,2027150,Balance of State and Statewide CoCs,607,458,35,16,74,23,1116,94,134,183,2319,69,20,15,29,169,84,34,100,1741,2171,10,4,4,2321,1194,184,180
2016,NE,"Omaha, Council Bluffs CoC",NE-501,4235409,Major Cities,1315,814,54,21,74,26,1762,239,362,776,5808,184,16,66,76,1056,251,201,420,3752,4599,303,33,164,5679,1528,638,570
2016,NE,Lincoln CoC,NE-502,2257143,"Smaller Cities, Counties, and Regional CoCs",629,629,58,28,114,49,656,49,91,135,2475,77,4,11,14,181,36,37,70,1506,1564,90,20,32,1973,546,254,223
2016,NH,New Hampshire Balance of State CoC,NH-500,3556085,Balance of State and Statewide CoCs,650,490,84,44,111,53,1574,278,350,419,2037,166,13,43,53,143,31,27,54,1356,1787,935,428,241,1936,1038,401,378
2016,NH,Manchester CoC,NH-501,1544841,"Smaller Cities, Counties, and Regional CoCs",373,373,40,9,123,22,706,66,93,131,1637,92,12,16,26,252,63,34,91,1099,1538,26,9,6,1717,666,341,324
2016,NH,Nashua/Hillsborough County CoC,NH-502,1869026,"Smaller Cities, Counties, and Regional CoCs",268,228,67,33,166,69,374,31,50,67,765,160,10,21,31,27,2,13,15,478,951,0,0,0,867,527,491,477
2016,NJ,Atlantic City & County CoC,NJ-500,519516,"Smaller Cities, Counties, and Regional CoCs",339,339,56,9,68,10,672,26,46,69,1795,6,0,1,1,0,0,0,0,1103,1154,280,74,113,1778,255,88,82
2016,NJ,Bergen County CoC,NJ-501,4787854,"Smaller Cities, Counties, and Regional CoCs",292,292,70,37,140,78,388,9,18,36,874,178,19,58,71,78,38,10,48,597,656,0,0,0,724,487,342,324
2016,NJ,Burlington County CoC,NJ-502,478083,"Smaller Cities, Counties, and Regional CoCs",537,468,196,152,232,175,662,6,17,34,1280,6,0,0,0,4,1,1,2,815,877,4,0,1,736,256,106,106
2016,NJ,"Camden City & County/Gloucester, Cape May, Cumberland Counties CoC",NJ-503,3548788,"Smaller Cities, Counties, and Regional CoCs",606,578,42,9,60,14,1463,82,115,170,4376,139,4,11,12,20,2,2,3,3160,3586,226,31,37,4142,1228,486,470
2016,NJ,Newark/Essex County CoC,NJ-504,6604274,"Smaller Cities, Counties, and Regional CoCs",1805,1805,91,51,114,64,1792,37,71,149,5522,309,21,52,69,283,31,26,55,3840,4309,247,11,32,5508,2324,1528,1393
2016,NJ,"Jersey City, Bayonne/Hudson County CoC",NJ-506,6557997,"Smaller Cities, Counties, and Regional CoCs",393,393,63,26,80,29,616,68,83,118,2989,112,9,20,25,32,13,5,17,2092,2301,126,6,25,2702,836,333,324
2016,NJ,New Brunswick/Middlesex County CoC,NJ-507,2949971,"Smaller Cities, Counties, and Regional CoCs",273,243,100,87,142,103,453,21,24,42,778,95,5,32,34,39,7,12,17,485,530,21,13,2,691,474,238,221
2016,NJ,Monmouth County CoC,NJ-508,3473553,"Smaller Cities, Counties, and Regional CoCs",222,190,23,13,65,24,346,9,15,18,1002,69,7,27,30,14,1,8,9,693,816,15,3,3,1004,231,498,463
2016,NJ,Morris County CoC,NJ-509,1780503,"Smaller Cities, Counties, and Regional CoCs",221,221,105,49,146,85,369,10,13,29,968,65,3,9,12,15,6,2,7,652,677,666,12,16,949,364,276,265
2016,NJ,Lakewood Township/Ocean County CoC,NJ-510,566500,"Smaller Cities, Counties, and Regional CoCs",50,13,18,19,54,21,196,1,3,3,121,21,1,2,3,15,0,1,1,97,112,113,1,11,102,61,120,106
2016,NJ,Paterson/Passaic County CoC,NJ-511,4090373,"Smaller Cities, Counties, and Regional CoCs",350,285,125,56,130,59,651,2,6,35,1135,162,6,28,34,16,2,6,8,807,1124,415,8,7,1432,1006,605,578
2016,NJ,Salem County CoC,NJ-512,139618,"Smaller Cities, Counties, and Regional CoCs",0,0,98,90,486,220,31,0,0,0,43,6,0,0,0,14,1,1,1,7,12,12,0,1,40,20,63,63
2016,NJ,Somerset County CoC,NJ-513,416211,"Smaller Cities, Counties, and Regional CoCs",268,209,81,40,212,138,321,1,4,12,388,9,0,0,0,16,1,2,3,235,277,13,5,1,364,242,111,106
2016,NJ,Trenton/Mercer County CoC,NJ-514,3837859,"Smaller Cities, Counties, and Regional CoCs",373,373,45,21,63,29,1448,46,93,155,2161,138,3,36,39,43,5,14,18,1384,1563,61,8,32,2460,922,676,613
2016,NJ,Elizabeth/Union County CoC,NJ-515,4598725,"Smaller Cities, Counties, and Regional CoCs",344,344,91,44,121,57,741,24,36,67,1235,177,11,94,100,31,1,16,16,797,1203,121,29,44,1442,824,626,615
2016,NJ,"Warren, Sussex, Hunterdon Counties CoC   ",NJ-516,1224785,"Smaller Cities, Counties, and Regional CoCs",177,168,40,5,77,11,457,26,41,55,1120,29,1,1,2,35,7,3,10,879,1064,8,2,2,1112,393,87,84
2016,NM,Albuquerque CoC,NM-500,5794442,Major Cities,686,450,37,19,73,28,1682,138,219,294,3027,268,16,65,77,229,33,80,107,2096,2798,284,128,28,3217,1139,1176,1108
2016,NM,New Mexico Balance of State CoC,NM-501,4963571,Balance of State and Statewide CoCs,556,351,39,23,73,27,1307,101,146,204,1751,331,19,86,98,228,40,75,105,1294,1684,29,17,1,1734,746,851,803
2016,NV,Las Vegas/Clark County CoC,NV-500,13484302,Major Cities,2325,2139,46,9,76,16,3291,339,539,739,9668,502,9,130,137,825,150,104,246,6365,7464,237,13,40,9134,3362,1102,995
2016,NV,"Reno, Sparks/Washoe County CoC",NV-501,1703062,"Smaller Cities, Counties, and Regional CoCs",844,586,46,30,79,41,1513,359,466,546,2973,105,0,4,4,39,2,9,11,1824,2179,912,15,167,2775,1148,503,457
2016,NV,Nevada Balance of State CoC,NV-502,574995,Balance of State and Statewide CoCs,133,133,35,25,120,35,281,26,36,45,578,35,1,5,6,115,43,17,58,398,474,23,1,22,638,284,175,161
2016,NY,"Rochester, Irondequoit, Greece/Monroe County CoC",NY-500,11853955,"Smaller Cities, Counties, and Regional CoCs",645,561,28,21,36,23,2793,363,533,777,5296,804,89,294,342,366,45,174,196,3802,4022,59,15,6,4774,2291,2041,1899
2016,NY,"Elmira/Steuben, Allegany, Livingston, Chemung, Schuyler Counties CoC ",NY-501,1527165,"Smaller Cities, Counties, and Regional CoCs",385,287,22,13,63,21,627,27,51,76,650,47,5,19,23,81,15,20,33,459,681,0,0,0,749,461,295,245
2016,NY,Albany City & County CoC,NY-503,5154071,"Smaller Cities, Counties, and Regional CoCs",428,270,56,31,70,35,1085,60,108,201,2693,285,47,83,117,167,44,39,78,1927,2171,61,1,35,2336,1013,963,935
2016,NY,Cattaragus County CoC,NY-504,328417,"Smaller Cities, Counties, and Regional CoCs",42,10,18,14,18,14,119,1,4,5,125,24,3,3,6,24,0,4,4,109,109,0,0,0,116,57,90,71
2016,NY,"Syracuse, Auburn/Onondaga, Oswego, Cayuga Counties CoC",NY-505,8658238,"Smaller Cities, Counties, and Regional CoCs",714,710,37,21,58,26,2241,323,488,595,5247,596,26,93,113,366,42,162,188,3187,3415,469,37,63,4488,1914,1395,1311
2016,NY,Schenectady City & County CoC,NY-507,3881004,"Smaller Cities, Counties, and Regional CoCs",163,37,58,31,64,32,726,31,44,82,1626,155,12,41,51,138,24,60,75,1452,1667,0,0,0,1549,677,537,507
2016,NY,"Buffalo, Niagara Falls/Erie, Niagara, Orleans, Genesee, Wyoming Counties CoC",NY-508,11765574,"Smaller Cities, Counties, and Regional CoCs",927,776,35,17,68,22,1618,147,254,356,4624,671,34,171,190,259,30,107,126,3333,3624,334,21,156,3954,1433,995,946
2016,NY,Ithaca/Tompkins County CoC,NY-510,197057,"Smaller Cities, Counties, and Regional CoCs",50,50,31,19,56,22,178,5,12,16,426,32,2,4,6,72,16,19,27,308,356,0,0,0,402,199,143,118
2016,NY,"Binghamton, Union Town/Broome, Otsego, Chenango, Delaware, Cortland, Tioga Counties CoC",NY-511,1607135,"Smaller Cities, Counties, and Regional CoCs",223,195,30,10,67,14,159,4,7,15,1309,126,3,2,5,194,32,50,75,1046,1207,0,0,0,-1,534,467,405
2016,NY,Troy/Rensselaer County CoC,NY-512,3292226,"Smaller Cities, Counties, and Regional CoCs",90,90,36,24,45,30,729,41,70,98,754,209,11,75,84,55,8,23,30,543,677,36,5,24,723,373,574,530
2016,NY,"Wayne, Ontario, Seneca, Yates Counties CoC",NY-513,314662,"Smaller Cities, Counties, and Regional CoCs",36,0,51,41,122,48,67,0,0,1,206,0,0,0,0,0,0,0,0,152,191,0,0,0,128,52,89,62
2016,NY,"Jamestown, Dunkirk/Chautauqua County CoC",NY-514,217879,"Smaller Cities, Counties, and Regional CoCs",62,48,15,8,407,233,64,5,6,7,158,39,3,8,11,14,1,3,4,88,245,0,0,0,234,177,40,38
2016,NY,Clinton County CoC,NY-516,143907,"Smaller Cities, Counties, and Regional CoCs",18,18,113,93,113,93,51,1,5,10,83,20,1,6,6,7,0,5,5,63,72,14,0,0,75,54,74,70
2016,NY,"Utica, Rome/Oneida, Madison Counties CoC",NY-518,3110204,"Smaller Cities, Counties, and Regional CoCs",112,60,29,21,41,24,454,15,28,43,511,211,18,46,58,157,35,26,56,449,594,0,0,0,533,388,605,558
2016,NY,"Columbia, Greene Counties CoC",NY-519,450923,"Smaller Cities, Counties, and Regional CoCs",0,0,0,0,0,0,83,0,0,0,0,22,2,5,5,5,2,0,2,0,32,0,0,0,24,19,52,51
2016,NY,"Franklin, Essex Counties CoC",NY-520,88936,"Smaller Cities, Counties, and Regional CoCs",11,11,49,16,52,18,92,1,7,12,208,12,2,1,3,4,0,1,1,179,187,0,0,0,165,71,36,36
2016,NY,"Jefferson, Lewis, St. Lawrence Counties CoC",NY-522,1297889,"Smaller Cities, Counties, and Regional CoCs",80,80,13,8,63,12,501,16,40,65,785,44,0,6,6,157,18,24,36,606,903,0,0,0,832,592,315,294
2016,NY,"Glens Falls, Saratoga Springs/Saratoga, Washington, Warren, Hamilton Counties CoC",NY-523,1581004,"Smaller Cities, Counties, and Regional CoCs",88,88,32,15,50,19,406,40,56,66,598,57,3,11,14,33,7,14,21,464,624,0,0,0,652,339,173,165
2016,NY,New York City CoC,NY-600,107493608,Major Cities,70299,66411,260,180,265,183,25879,4156,5665,7385,134845,4977,178,1334,1441,1097,146,385,507,61762,62981,1935,560,402,75031,35578,11366,10989
2016,NY,Poughkeepsie/Dutchess County CoC,NY-601,1338222,"Smaller Cities, Counties, and Regional CoCs",341,276,46,22,118,29,339,30,44,70,1417,128,12,12,24,71,8,12,20,883,993,0,0,0,1317,398,283,256
2016,NY,"Newburgh, Middletown/Orange County CoC",NY-602,2743298,"Smaller Cities, Counties, and Regional CoCs",254,239,55,38,67,46,584,46,73,119,1451,159,13,18,29,52,13,8,20,1065,1105,0,0,0,1383,618,383,344
2016,NY,"Nassau, Suffolk Counties CoC",NY-603,10612648,"Smaller Cities, Counties, and Regional CoCs",3848,2392,155,86,163,91,1712,105,160,259,6050,549,54,158,189,109,17,37,48,3585,4066,160,0,17,5711,2363,2069,1894
2016,NY,"Yonkers, Mount Vernon/Westchester County CoC",NY-604,15997082,"Smaller Cities, Counties, and Regional CoCs",1845,1838,88,44,185,87,757,21,49,131,4882,926,42,125,157,449,63,152,202,2686,2883,277,45,85,3367,1113,1579,1513
2016,NY,Rockland County CoC,NY-606,731495,"Smaller Cities, Counties, and Regional CoCs",92,66,30,11,30,11,38,0,0,0,305,14,1,2,2,2,1,1,2,223,235,0,0,0,280,54,90,90
2016,NY,Sullivan County CoC,NY-607,366967,"Smaller Cities, Counties, and Regional CoCs",99,49,33,17,33,17,664,28,83,85,707,39,7,4,11,720,0,0,0,624,624,0,0,0,707,658,41,38
2016,NY,Kingston/Ulster County CoC,NY-608,1166718,"Smaller Cities, Counties, and Regional CoCs",98,98,92,55,96,56,783,61,96,177,1446,32,10,7,16,63,5,19,23,951,1019,0,0,0,1101,740,250,247
2016,OH,Cincinnati/Hamilton County CoC,OH-500,17469842,"Smaller Cities, Counties, and Regional CoCs",895,895,45,29,64,34,4350,372,626,983,6102,1295,105,318,404,619,193,127,300,3969,4462,749,197,263,5425,3041,2554,2493
2016,OH,Toledo/Lucas County CoC,OH-501,4180179,"Smaller Cities, Counties, and Regional CoCs",751,346,69,49,92,53,1405,94,160,241,1544,309,14,38,48,269,53,63,103,970,1308,206,13,47,1423,763,1043,1012
2016,OH,Cleveland/Cuyahoga County CoC,OH-502,26997332,"Smaller Cities, Counties, and Regional CoCs",1544,1275,87,34,118,57,3210,608,870,1091,6223,2283,28,203,224,1200,259,190,435,3485,3942,735,188,171,5471,2459,4272,4190
2016,OH,Columbus/Franklin County CoC,OH-503,11968018,Major Cities,1170,1170,40,27,48,30,5980,577,1043,1734,11216,1348,37,120,142,439,80,113,176,7361,7534,428,83,238,9681,4803,2896,2687
2016,OH,Youngstown/Mahoning County CoC,OH-504,1749421,"Smaller Cities, Counties, and Regional CoCs",277,273,52,14,82,22,546,60,86,120,1163,107,16,23,34,85,17,14,30,954,1085,255,2,115,995,295,446,420
2016,OH,"Dayton, Kettering/Montgomery County CoC",OH-505,8907293,"Smaller Cities, Counties, and Regional CoCs",555,555,38,17,60,21,1950,211,313,465,4429,699,78,178,247,247,54,61,112,2711,2889,303,120,123,3362,1269,1285,1227
2016,OH,"Akron, Barberton/Summit County CoC",OH-506,4711705,"Smaller Cities, Counties, and Regional CoCs",531,519,37,14,59,18,1038,90,134,196,3319,220,11,46,53,208,51,23,70,2223,2400,211,52,44,2955,816,602,562
2016,OH,Ohio Balance of State CoC,OH-507,16189733,Balance of State and Statewide CoCs,2598,2192,39,27,67,34,10919,824,1285,1909,12165,1160,63,235,279,264,28,28,38,8777,12662,206,43,57,13547,9953,3577,3419
