year,coc_number,coc_name
2017,MA-507,"Pittsfield,Berkshire, Franklin,Hampshire Counties"
2018,MA-507,"Pittsfield,Berkshire, Franklin, Hampshire Counties"
2019,MA-507,"Pittsfield,Northampton,Berkshire, Franklin, Hampshire Counties"
2012,MA-508,Lowell
2013,MA-508,Lowell
2014,MA-508,Lowell
2015,MA-508,Lowell
2017,MA-508,Lowell
2018,MA-508,Lowell
2019,MA-508,Lowell
2012,MA-509,Cambridge
2013,MA-509,Cambridge
2014,MA-509,Cambridge
2015,MA-509,Cambridge
2016,MA-509,Cambridge
2017,MA-509,Cambridge
2018,MA-509,Cambridge
2019,MA-509,Cambridge
2012,MA-510,"Gloucester,Haverhill,Salem,Essex County"
2013,MA-510,"Gloucester,Haverhill,Salem,Essex County"
2014,MA-510,"Gloucester,Haverhill,Salem,Essex County"
2015,MA-510,"Gloucester, Haverhill, Salem,Essex County"
2016,MA-510,"Gloucester, Haverhill, Salem,Essex County"
2017,MA-510,"Gloucester, Haverhill,Salem,Essex County"
2018,MA-510,"Gloucester,Haverhill, Salem,Essex County"
2019,MA-510,"Gloucester,Haverhill,Salem,Essex County"
2012,MA-511,"Quincy,Weymouth"
2013,MA-511,"Quincy,Weymouth"
2014,MA-511,"Quincy,Weymouth"
2015,MA-511,"Quincy, Brockton, Weymouth, Plymouth City and County"
2016,MA-511,"Quincy, Brockton, Weymouth, Plymouth City and County"
2017,MA-511,"Quincy, Brockton, Weymouth,Plymouth City and County"
2018,MA-511,"Quincy, Brockton, Weymouth, Plymouth City and County"
2019,MA-511,"Quincy,Weymouth"
2012,MA-512,Lawrence
2012,MA-513,"Malden,Medford"
2013,MA-513,"Malden,Medford"
2014,MA-513,"Malden,Medford"
2012,MA-515,Fall River
2013,MA-515,Fall River
2014,MA-515,Fall River
2015,MA-515,Fall River
2016,MA-515,Fall River
2017,MA-515,Fall River
2018,MA-515,Fall River
2019,MA-515,Fall River
2012,MA-516,Massachusetts Balance of State
2013,MA-516,Massachusetts Balance of State
2014,MA-516,Massachusetts Balance of State
2015,MA-516,Massachusetts Balance of State
2016,MA-516,Massachusetts Balance of State
2017,MA-516,Massachusetts Balance of State
2018,MA-516,Massachusetts Balance of State
2019,MA-516,Massachusetts Balance of State (B0S)
2012,MA-517,Somerville
2013,MA-517,Somerville
2014,MA-517,Somerville
2015,MA-517,Somerville
2016,MA-517,Somerville
2017,MA-517,Somerville
2018,MA-517,Somerville
2019,MA-517,Somerville
2012,MA-518,"Brookline,Newton"
2013,MA-518,"Brookline,Newton"
2014,MA-518,"Brookline,Newton"
2015,MA-518,"Brookline, Newton"
2016,MA-518,"Brookline, Newton"
2012,MA-519,"Attleboro,Taunton,Bristol County"
2013,MA-519,"Attleboro,Taunton,Bristol County"
2014,MA-519,"Attleboro,Taunton,Bristol County"
2015,MA-519,"Attleboro, Taunton,Bristol County"
2016,MA-519,"Attleboro, Taunton,Bristol County"
2017,MA-519,"Attleboro, Taunton,Bristol County"
2018,MA-519,"Attleboro,Taunton,Bristol County"
2019,MA-519,"Attleboro,Taunton,Bristol County"
2012,MA-520,"Brockton,Plymouth City & County"
2013,MA-520,"Brockton,Plymouth City & County"
2014,MA-520,"Brockton,Plymouth City & County"
2012,MD-500,"Cumberland,Allegany County"
2013,MD-500,"Cumberland,Allegany County"
2014,MD-500,"Cumberland,Allegany County"
2015,MD-500,"Cumberland,Allegany County"
2016,MD-500,"Cumberland,Allegany County"
2017,MD-500,"Cumberland,Allegany County"
2018,MD-500,"Cumberland,Allegany County"
2019,MD-500,"Cumberland,Allegany County"
2012,MD-501,Baltimore City
2013,MD-501,Baltimore City
2014,MD-501,Baltimore City
2015,MD-501,Baltimore
2016,MD-501,Baltimore
2017,MD-501,Baltimore
2018,MD-501,Baltimore
2019,MD-501,Baltimore City
2012,MD-502,Harford County
2013,MD-502,Harford County
2014,MD-502,Harford County
2015,MD-502,Harford County
2016,MD-502,Harford County
2017,MD-502,Harford County
2018,MD-502,Harford County
2019,MD-502,Harford County
2012,MD-503,"Annapolis,Anne Arundel County"
2013,MD-503,"Annapolis,Anne Arundel County"
2014,MD-503,"Annapolis,Anne Arundel County"
2015,MD-503,"Annapolis,Anne Arundel County"
2016,MD-503,"Annapolis,Anne Arundel County"
2017,MD-503,"Annapolis,Anne Arundel County"
2018,MD-503,"Annapolis,Anne Arundel County"
2019,MD-503,"Annapolis,Anne Arundel County"
2012,MD-504,Howard County
2013,MD-504,Howard County
2014,MD-504,Howard County
2015,MD-504,Howard County
2016,MD-504,Howard County
2017,MD-504,Howard County
2018,MD-504,Howard County
2019,MD-504,Howard County
2012,MD-505,Baltimore County
2013,MD-505,Baltimore County
2014,MD-505,Baltimore County
2015,MD-505,Baltimore County
2016,MD-505,Baltimore County
2017,MD-505,Baltimore County
2018,MD-505,Baltimore County
2019,MD-505,Baltimore County
2012,MD-506,Carroll County
2013,MD-506,Carroll County
2014,MD-506,Carroll County
2015,MD-506,Carroll County
2016,MD-506,Carroll County
2017,MD-506,Carroll County
2018,MD-506,Carroll County
2019,MD-506,Carroll County
2012,MD-507,Cecil County
2013,MD-507,Cecil County
2014,MD-507,Cecil County
2015,MD-507,Cecil County
2016,MD-507,Cecil County
2017,MD-507,Cecil County
2018,MD-507,Cecil County
2019,MD-507,Cecil County
2012,MD-508,"Charles, Calvert, St.Mary's Counties"
2013,MD-508,"Charles, Calvert, St.Mary's Counties"
2014,MD-508,"Charles, Calvert, St.Mary's Counties"
2015,MD-508,"Charles, Calvert, St.Mary's Counties"
2016,MD-508,"Charles, Calvert, St.Mary's Counties"
2017,MD-508,"Charles, Calvert, St.Mary's Counties"
2018,MD-508,"Charles, Calvert, St. Mary's Counties"
2019,MD-508,"Charles, Calvert, St.Mary's Counties"
2012,MD-509,Frederick City & County
2013,MD-509,Frederick City & County
2014,MD-509,Frederick City & County
2015,MD-509,Frederick City & County
2016,MD-509,Frederick City & County
2017,MD-509,Frederick City & County
2018,MD-509,Frederick City & County
2019,MD-509,Frederick City & County
2012,MD-510,Garrett County
2013,MD-510,Garrett County
2014,MD-510,Garrett County
2015,MD-510,Garrett County
2016,MD-510,Garrett County
2017,MD-510,Garrett County
2018,MD-510,Garrett County
2019,MD-510,Garrett County
2012,MD-511,Mid-Shore
2013,MD-511,Mid-Shore
2014,MD-511,Mid-Shore
2015,MD-511,Mid-Shore
2016,MD-511,Mid-Shore
2017,MD-511,Mid-Shore
2018,MD-511,Mid-Shore
2019,MD-511,Mid-Shore
2012,MD-512,"Hagerstown,Washington County"
2013,MD-512,"Hagerstown,Washington County"
2014,MD-512,"Hagerstown,Washington County"
2015,MD-512,"Hagerstown,Washington County"
2016,MD-512,"Hagerstown,Washington County"
2017,MD-512,"Hagerstown,Washington County"
2018,MD-512,"Hagerstown,Washington County"
2019,MD-512,"Hagerstown,Washington County"
2012,MD-513,"Wicomico,Somerset,Worcester County"
2013,MD-513,"Wicomico,Somerset,Worcester County"
2014,MD-513,"Wicomico,Somerset,Worcester County"
2015,MD-513,"Wicomico, Somerset, Worcester Counties"
2016,MD-513,"Wicomico, Somerset, Worcester Counties"
2017,MD-513,"Wicomico, Somerset,Worcester Counties"
2018,MD-513,"Wicomico, Somerset, WorcesterCounties"
2019,MD-513,"Wicomico,Somerset,Worcester County"
2012,MD-600,Prince George's County
2013,MD-600,Prince George's County
2014,MD-600,Prince George's County
2015,MD-600,Prince George's County
2016,MD-600,Prince George's County
2017,MD-600,Prince George's County
2018,MD-600,Prince George's County
2019,MD-600,Prince George's County
2012,MD-601,Montgomery County
2013,MD-601,Montgomery County
2014,MD-601,Montgomery County
2015,MD-601,Montgomery County
2016,MD-601,Montgomery County
2017,MD-601,Montgomery County
2018,MD-601,Montgomery County
2019,MD-601,Montgomery County
2012,ME-500,Maine Balance of State
2013,ME-500,Maine Balance of State
2014,ME-500,Maine Balance of State
2015,ME-500,Maine Balance of State
2016,ME-500,Maine Balance of State
2017,ME-500,Maine Balance of State
2018,ME-500,Maine Statewide
2019,ME-500,Maine Balance of State
2012,ME-502,Portland
2013,ME-502,Portland
2014,ME-502,Portland
2015,ME-502,Portland
2016,ME-502,Portland
2012,MI-500,Michigan Balance of State
2013,MI-500,Michigan Balance of State
2014,MI-500,Michigan Balance of State
2015,MI-500,Michigan Balance of State
2016,MI-500,Michigan Balance of State
2017,MI-500,Michigan Balance of State
2018,MI-500,Michigan Balance of State
2019,MI-500,Michigan Balance of State
2012,MI-501,Detroit
2013,MI-501,Detroit
2014,MI-501,Detroit
2015,MI-501,Detroit
2016,MI-501,Detroit
2017,MI-501,Detroit
2018,MI-501,Detroit
2019,MI-501,Detroit
2012,MI-502,"Dearborn,Dearborn Heights,Westland,Wayne County"
2013,MI-502,"Dearborn,Dearborn Heights,Westland,Wayne County"
2014,MI-502,"Dearborn,Dearborn Heights,Westland,Wayne County"
2015,MI-502,"Dearborn, Dearborn Heights, Westland,Wayne County"
2016,MI-502,"Dearborn, Dearborn Heights, Westland,Wayne County"
2017,MI-502,"Dearborn, Dearborn Heights,Westland,Wayne County"
2018,MI-502,"Dearborn, Dearborn Heights, Westland,Wayne County"
2019,MI-502,"Dearborn,Dearborn Heights,Westland,Wayne County"
2012,MI-503,"St. Clair Shores,Warren,Macomb County"
2013,MI-503,"St. Clair Shores,Warren,Macomb County"
2014,MI-503,"St. Clair Shores,Warren,Macomb County"
2015,MI-503,"St. Clair Shores, Warren,Macomb County"
2016,MI-503,"St. Clair Shores, Warren,Macomb County"
2017,MI-503,"St. Clair Shores,Warren,Macomb County"
2018,MI-503,"St. Clair Shores, Warren,Macomb County"
2019,MI-503,"St. Clair Shores,Warren,Macomb County"
2012,MI-504,"Pontiac,Royal Oak,Oakland County"
2013,MI-504,"Pontiac,Royal Oak,Oakland County"
2014,MI-504,"Pontiac,Royal Oak,Oakland County"
2015,MI-504,"Pontiac, Royal Oak,Oakland County"
2016,MI-504,"Pontiac, Royal Oak,Oakland County"
2017,MI-504,"Pontiac, Royal Oak,Oakland County"
2018,MI-504,"Pontiac, Royal Oak,Oakland County"
2019,MI-504,"Pontiac,Royal Oak,Oakland County"
2012,MI-505,"Flint,Genesee County"
2013,MI-505,"Flint,Genesee County"
2014,MI-505,"Flint,Genesee County"
2015,MI-505,"Flint,Genesee County"
2016,MI-505,"Flint,Genesee County"
2017,MI-505,"Flint,Genesee County"
2018,MI-505,"Flint,Genesee County"
2019,MI-505,"Flint,Genesee County"
2012,MI-506,"Grand Rapids,Wyoming,Kent County"
2013,MI-506,"Grand Rapids,Wyoming,Kent County"
2014,MI-506,"Grand Rapids,Wyoming,Kent County"
2015,MI-506,"Grand Rapids,Wyoming,Kent County"
2016,MI-506,"Grand Rapids,Wyoming,Kent County"
2017,MI-506,"Grand Rapids, Wyoming,Kent County"
2018,MI-506,"Grand Rapids, Wyoming,Kent County"
2019,MI-506,"Grand Rapids,Wyoming,Kent County"
2012,MI-507,"Portage,Kalamazoo City & County"
2013,MI-507,"Portage,Kalamazoo City & County"
2014,MI-507,"Portage,Kalamazoo City & County"
2015,MI-507,"Portage, Kalamazoo City & County"
2016,MI-507,"Portage, Kalamazoo City & County"
2017,MI-507,"Portage, Kalamazoo City & County"
2018,MI-507,"Portage, Kalamazoo City & County"
2019,MI-507,"Portage,Kalamazoo City & County"
2012,MI-508,"Lansing,East Lansing,Ingham County"
2013,MI-508,"Lansing,East Lansing,Ingham County"
2014,MI-508,"Lansing,East Lansing,Ingham County"
2015,MI-508,"Lansing, East Lansing,Ingham County"
2016,MI-508,"Lansing, East Lansing,Ingham County"
2017,MI-508,"Lansing, East Lansing,Ingham County"
2018,MI-508,"Lansing, East Lansing,Ingham County"
2019,MI-508,"Lansing,East Lansing,Ingham County"
2012,MI-509,"Ann Arbor,Washtenaw County"
2013,MI-509,"Ann Arbor,Washtenaw County"
2014,MI-509,"Ann Arbor,Washtenaw County"
2015,MI-509,Washtenaw County
2016,MI-509,Washtenaw County
2017,MI-509,Washtenaw County
2018,MI-509,Washtenaw County
2019,MI-509,"Ann Arbor,Washtenaw County"
2012,MI-510,Saginaw City & County
2013,MI-510,Saginaw City & County
2014,MI-510,Saginaw City & County
2015,MI-510,Saginaw City & County
2016,MI-510,Saginaw City & County
2017,MI-510,Saginaw City & County
2018,MI-510,Saginaw City & County
2019,MI-510,Saginaw City & County
2012,MI-511,Lenawee County
2013,MI-511,Lenawee County
2014,MI-511,Lenawee County
2015,MI-511,Lenawee County
2016,MI-511,Lenawee County
2017,MI-511,Lenawee County
2018,MI-511,Lenawee County
2019,MI-511,Lenawee County
2012,MI-512,"Grand Traverse, Antrim, Leelanau Counties"
2013,MI-512,"Grand Traverse, Antrim, Leelanau Counties"
2014,MI-512,"Grand Traverse, Antrim, Leelanau Counties"
2015,MI-512,"Grand Traverse, Antrim, Leelanau Counties"
2016,MI-512,"Grand Traverse, Antrim, Leelanau Counties"
2017,MI-512,"Grand Traverse, Antrim,Leelanau Counties"
2018,MI-512,"Grand Traverse, Antrim, Leelanau Counties"
2019,MI-512,"Grand Traverse, Antrim, Leelanau Counties"
2012,MI-513,"Marquette, Alger Counties"
2013,MI-513,"Marquette, Alger Counties"
2014,MI-513,"Marquette, Alger Counties"
2015,MI-513,"Marquette, Alger Counties"
2016,MI-513,"Marquette, Alger Counties"
2017,MI-513,"Marquette, Alger Counties"
2018,MI-513,"Marquette, Alger Counties"
2019,MI-513,"Marquette, Alger Counties"
2012,MI-514,"Battle Creek,Calhoun County"
2013,MI-514,"Battle Creek,Calhoun County"
2014,MI-514,"Battle Creek,Calhoun County"
2015,MI-514,"Battle Creek,Calhoun County"
2016,MI-514,"Battle Creek,Calhoun County"
2017,MI-514,"Battle Creek,Calhoun County"
2018,MI-514,"Battle Creek,Calhoun County"
2019,MI-514,"Battle Creek,Calhoun County"
2012,MI-515,Monroe City & County
2013,MI-515,Monroe City & County
2014,MI-515,Monroe City & County
2015,MI-515,Monroe City & County
2016,MI-515,Monroe City & County
2017,MI-515,Monroe City & County
2018,MI-515,Monroe City & County
2019,MI-515,Monroe City & County
2012,MI-516,"Norton Shores,Muskegon City & County"
2013,MI-516,"Norton Shores,Muskegon City & County"
2014,MI-516,"Norton Shores,Muskegon City & County"
2015,MI-516,"Norton Shores, Muskegon City & County"
2016,MI-516,"Norton Shores, Muskegon City & County"
2017,MI-516,"Norton Shores, Muskegon City & County"
2018,MI-516,"Norton Shores, Muskegon City & County"
2019,MI-516,"Norton Shores,Muskegon City & County"
2012,MI-517,Jackson City & County
2013,MI-517,Jackson City & County
2014,MI-517,Jackson City & County
2015,MI-517,Jackson City & County
2016,MI-517,Jackson City & County
2017,MI-517,Jackson City & County
2018,MI-517,Jackson City & County
2019,MI-517,Jackson City & County
2012,MI-518,Livingston County
2013,MI-518,Livingston County
2014,MI-518,Livingston County
2015,MI-518,Livingston County
2016,MI-518,Livingston County
2017,MI-518,Livingston County
2018,MI-518,Livingston County
2019,MI-518,Livingston County
2012,MI-519,"Holland,Ottawa County"
2013,MI-519,"Holland,Ottawa County"
2014,MI-519,"Holland,Ottawa County"
2015,MI-519,"Holland,Ottawa County"
2016,MI-519,"Holland,Ottawa County"
2017,MI-519,"Holland,Ottawa County"
2018,MI-519,"Holland,Ottawa County"
2019,MI-519,"Holland,Ottawa County"
2012,MI-523,Eaton County
2013,MI-523,Eaton County
2014,MI-523,Eaton County
2015,MI-523,Eaton County
2016,MI-523,Eaton County
2017,MI-523,Eaton County
2018,MI-523,Eaton County
2019,MI-523,Eaton County
2012,MN-500,"Minneapolis,Hennepin County"
2013,MN-500,"Minneapolis,Hennepin County"
2014,MN-500,"Minneapolis,Hennepin County"
2015,MN-500,"Minneapolis,Hennepin County"
2016,MN-500,"Minneapolis,Hennepin County"
2017,MN-500,"Minneapolis,Hennepin County"
2018,MN-500,"Minneapolis,Hennepin County"
2019,MN-500,"Minneapolis,Hennepin County"
2012,MN-501,"Saint Paul,Ramsey County"
2013,MN-501,"Saint Paul,Ramsey County"
2014,MN-501,"Saint Paul,Ramsey County"
2015,MN-501,"St. Paul,Ramsey County"
2016,MN-501,"St. Paul,Ramsey County"
2017,MN-501,"St. Paul,Ramsey County"
2018,MN-501,"St. Paul,Ramsey County"
2019,MN-501,"Saint Paul,Ramsey County"
2012,MN-502,"Rochester,Southeast Minnesota"
2013,MN-502,"Rochester,Southeast Minnesota"
2014,MN-502,"Rochester,Southeast Minnesota"
2015,MN-502,"Rochester,Southeast Minnesota"
2016,MN-502,"Rochester,Southeast Minnesota"
2017,MN-502,"Rochester,Southeast Minnesota"
2018,MN-502,"Rochester,SoutheastMinnesota"
2019,MN-502,"Rochester,Southeast Minnesota"
2012,MN-503,"Dakota, Anoka, Washington, Scott, Carver Counties"
2013,MN-503,"Dakota, Anoka, Washington, Scott, Carver Counties"
2014,MN-503,"Dakota, Anoka, Washington, Scott, Carver Counties"
2015,MN-503,"Dakota, Anoka, Washington, Scott, Carver Counties"
2016,MN-503,"Dakota, Anoka, Washington, Scott, Carver Counties"
2017,MN-503,"Dakota, Anoka, Washington,Scott, Carver Counties"
2018,MN-503,"Dakota, Anoka, Washington, Scott, CarverCounties"
2019,MN-503,"Dakota, Anoka, Washington, Scott, Carver Counties"
2012,MN-504,Northeast Minnesota
2013,MN-504,Northeast Minnesota
2014,MN-504,Northeast Minnesota
2015,MN-504,Northeast Minnesota
2016,MN-504,Northeast Minnesota
2017,MN-504,Northeast Minnesota
2018,MN-504,Northeast Minnesota
2019,MN-504,Northeast Minnesota
2012,MN-505,"St. Cloud,Central Minnesota"
2013,MN-505,"St. Cloud,Central Minnesota"
2014,MN-505,"St. Cloud,Central Minnesota"
2015,MN-505,"St. Cloud,Central Minnesota"
2016,MN-505,"St. Cloud,Central Minnesota"
2017,MN-505,"St. Cloud,Central Minnesota"
2018,MN-505,"St.Cloud,Central Minnesota"
2019,MN-505,"St. Cloud,Central Minnesota"
2012,MN-506,Northwest Minnesota
2013,MN-506,Northwest Minnesota
2014,MN-506,Northwest Minnesota
2015,MN-506,Northwest Minnesota
2016,MN-506,Northwest Minnesota
2017,MN-506,Northwest Minnesota
2018,MN-506,Northwest Minnesota
2019,MN-506,Northwest Minnesota
2012,MN-508,"Moorhead,West Central Minnesota"
2013,MN-508,"Moorhead,West Central Minnesota"
2014,MN-508,"Moorhead,West Central Minnesota"
2015,MN-508,"Moorhead,West Central Minnesota"
2016,MN-508,"Moorhead,West Central Minnesota"
2017,MN-508,"Moorhead,West Central Minnesota"
2018,MN-508,"Moorhead,West Central Minnesota"
2019,MN-508,"Moorhead,West Central Minnesota"
2012,MN-509,"Duluth,Saint Louis County"
2013,MN-509,"Duluth,Saint Louis County"
2014,MN-509,"Duluth,Saint Louis County"
2015,MN-509,"Duluth,St. Louis County"
2016,MN-509,"Duluth,St. Louis County"
2017,MN-509,"Duluth,St. Louis County"
2018,MN-509,"Duluth,St. Louis County"
2019,MN-509,"Duluth,Saint Louis County"
2012,MN-511,Southwest Minnesota
2013,MN-511,Southwest Minnesota
2014,MN-511,Southwest Minnesota
2015,MN-511,Southwest Minnesota
2016,MN-511,Southwest Minnesota
2017,MN-511,Southwest Minnesota
2018,MN-511,Southwest Minnesota
2019,MN-511,Southwest Minnesota
2012,MO-500,St. Louis County
2013,MO-500,St. Louis County
2014,MO-500,St. Louis County
2015,MO-500,St. Louis County
2016,MO-500,St. Louis County
2017,MO-500,St. Louis County
2018,MO-500,St. Louis County
2019,MO-500,St. Louis County
2012,MO-501,St. Louis City
2013,MO-501,St. Louis City
2014,MO-501,St. Louis City
2015,MO-501,St. Louis
2016,MO-501,St. Louis
2017,MO-501,St. Louis
2018,MO-501,St. Louis City
2019,MO-501,St. Louis City
2012,MO-503,"St. Charles, Lincoln, Warren Counties"
2013,MO-503,"St. Charles, Lincoln, Warren Counties"
2014,MO-503,"St. Charles, Lincoln, Warren Counties"
2015,MO-503,"St. Charles City & County, Lincoln, Warren Counties"
2016,MO-503,"St. Charles City & County, Lincoln, Warren Counties"
2017,MO-503,"St. Charles City & County,Lincoln, Warren Counties"
2018,MO-503,"St. Charles City & County, Lincoln, WarrenCounties"
2019,MO-503,"St. Charles, Lincoln, Warren Counties"
2012,MO-600,"Springfield,Greene, Christian, Webster Counties"
2013,MO-600,"Springfield,Greene, Christian, Webster Counties"
2014,MO-600,"Springfield,Greene, Christian, Webster Counties"
2015,MO-600,"Springfield,Greene, Christian, Webster Counties"
2016,MO-600,"Springfield,Greene, Christian, Webster Counties"
2017,MO-600,"Springfield,Greene, Christian,Webster Counties"
2018,MO-600,"Springfield,Greene, Christian, WebsterCounties"
2019,MO-600,"Springfield,Greene, Christian, Webster Counties"
2012,MO-602,"Joplin,Jasper, Newton Counties"
2013,MO-602,"Joplin,Jasper, Newton Counties"
2014,MO-602,"Joplin,Jasper, Newton Counties"
2015,MO-602,"Joplin,Jasper, Newton Counties"
2016,MO-602,"Joplin,Jasper, Newton Counties"
2017,MO-602,"Joplin,Jasper, Newton Counties"
2018,MO-602,"Joplin,Jasper, Newton Counties"
2019,MO-602,"Joplin,Jasper, Newton Counties"
2012,MO-603,"St. Joseph,Andrew, Buchanan, DeKalb Counties"
2013,MO-603,"St. Joseph,Andrew, Buchanan, DeKalb Counties"
2014,MO-603,"St. Joseph,Andrew, Buchanan, DeKalb Counties"
2015,MO-603,"St. Joseph,Andrew, Buchanan, DeKalb Counties"
2016,MO-603,"St. Joseph,Andrew, Buchanan, DeKalb Counties"
2017,MO-603,"St. Joseph,Andrew, Buchanan,DeKalb Counties"
2018,MO-603,"St.Joseph,Andrew,Buchanan, DeKalb Counties"
2019,MO-603,"St. Joseph,Andrew, Buchanan, DeKalb Counties"
2012,MO-604,"Kansas City,Independence, Lee's Summit,Jackson County"
2013,MO-604,"Kansas City,Independence, Lee's Summit,Jackson County"
2014,MO-604,"Kansas City,Independence, Lee's Summit,Jackson County"
2015,MO-604,"Kansas City, Independence, Lee's Summit,Jackson County"
2016,MO-604,"Kansas City, Independence, Lee's Summit,Jackson County"
2017,MO-604,"Kansas City (MO&KS),Independence, Lee’s Summit,Jackson,Wyandotte Counties"
2018,MO-604,"Kansas City (MO&KS), Independence,Lee’s Summit,Jackson, Wyandotte Counties"
2019,MO-604,"Kansas City,Independence, Lee's Summit,Jackson County"
2012,MO-606,Missouri Balance of State
2013,MO-606,Missouri Balance of State
2014,MO-606,Missouri Balance of State
2015,MO-606,Missouri Balance of State
2016,MO-606,Missouri Balance of State
2017,MO-606,Missouri Balance of State
2018,MO-606,Missouri Balance of State
2019,MO-606,Missouri Balance of State
2017,MP-500,Northern Mariana Islands
2019,MP-500,Northern Mariana Islands
2012,MS-500,"Jackson,Rankin, Madison Counties"
2013,MS-500,"Jackson,Rankin, Madison Counties"
2014,MS-500,"Jackson,Rankin, Madison Counties"
2015,MS-500,"Jackson,Rankin, Madison Counties"
2016,MS-500,"Jackson,Rankin, Madison Counties"
2017,MS-500,"Jackson,Rankin, Madison Counties"
2018,MS-500,"Jackson,Rankin, Madison Counties"
2019,MS-500,"Jackson,Rankin, Madison Counties"
2012,MS-501,Mississippi Balance of State
2013,MS-501,Mississippi Balance of State
2014,MS-501,Mississippi Balance of State
2015,MS-501,Mississippi Balance of State
2016,MS-501,Mississippi Balance of State
2017,MS-501,Mississippi Balance of State
2018,MS-501,Mississippi Balance of State
2019,MS-501,Mississippi Balance of State
2012,MS-503,"Gulf Port,Gulf Coast"
2013,MS-503,"Gulf Port,Gulf Coast"
2014,MS-503,"Gulf Port,Gulf Coast"
2015,MS-503,"Gulf Port,Gulf Coast"
2016,MS-503,"Gulf Port,Gulf Coast"
2017,MS-503,"Gulf Port,Gulf Coast"
2018,MS-503,"Gulf Port,Gulf Coast"
2019,MS-503,"Gulf Port,Gulf Coast"
2012,MT-500,Montana Statewide
2013,MT-500,Montana Statewide
2014,MT-500,Montana Statewide
2015,MT-500,Montana Statewide
2016,MT-500,Montana Statewide
2017,MT-500,Montana Statewide
2018,MT-500,Montana Statewide
2019,MT-500,Montana Statewide
2012,NC-500,"Winston Salem,Forsyth County"
2013,NC-500,"Winston Salem,Forsyth County"
2014,NC-500,"Winston Salem,Forsyth County"
2015,NC-500,"Winston-Salem,Forsyth County"
2016,NC-500,"Winston-Salem,Forsyth County"
2017,NC-500,"Winston-Salem,Forsyth County"
2018,NC-500,"Winston- Salem,Forsyth County"
2019,NC-500,"Winston Salem,Forsyth County"
2012,NC-501,"Asheville,Buncombe County"
2013,NC-501,"Asheville,Buncombe County"
2014,NC-501,"Asheville,Buncombe County"
2015,NC-501,"Asheville,Buncombe County"
2016,NC-501,"Asheville,Buncombe County"
2017,NC-501,"Asheville,Buncombe County"
2018,NC-501,"Asheville,Buncombe County"
2019,NC-501,"Asheville,Buncombe County"
2012,NC-502,Durham City & County
2013,NC-502,Durham City & County
2014,NC-502,Durham City & County
2015,NC-502,Durham City & County
2016,NC-502,Durham City & County
2017,NC-502,Durham City & County
2018,NC-502,Durham City & County
2019,NC-502,Durham City & County
2012,NC-503,North Carolina Balance of State
2013,NC-503,North Carolina Balance of State
2014,NC-503,North Carolina Balance of State
2015,NC-503,North Carolina Balance of State
2016,NC-503,North Carolina Balance of State
2017,NC-503,North Carolina Balance of State
2018,NC-503,North Carolina Balance of State
2019,NC-503,North Carolina Balance of State
2012,NC-504,"Greensboro,High Point"
2013,NC-504,"Greensboro,High Point"
2014,NC-504,"Greensboro,High Point"
2015,NC-504,"Greensboro, High Point"
2016,NC-504,"Greensboro, High Point"
2017,NC-504,"Greensboro, High Point"
2018,NC-504,"Greensboro, High Point"
2019,NC-504,"Greensboro,High Point"
2012,NC-505,"Charlotte,Mecklenburg County"
2013,NC-505,"Charlotte,Mecklenburg County"
2014,NC-505,"Charlotte,Mecklenburg County"
2015,NC-505,"Charlotte,Mecklenburg County"
2016,NC-505,"Charlotte,Mecklenburg County"
2017,NC-505,"Charlotte,Mecklenburg County"
2018,NC-505,"Charlotte,Mecklenburg County"
2019,NC-505,"Charlotte,Mecklenburg County"
2012,NC-506,"Wilmington,Brunswick, New Hanover, Pender Counties"
2013,NC-506,"Wilmington,Brunswick, New Hanover, Pender Counties"
2014,NC-506,"Wilmington,Brunswick, New Hanover, Pender Counties"
2015,NC-506,"Wilmington,Brunswick, New Hanover, Pender Counties"
2016,NC-506,"Wilmington,Brunswick, New Hanover, Pender Counties"
2017,NC-506,"Wilmington,Brunswick, New Hanover, Pender Counties"
2018,NC-506,"Wilmington,Brunswick, New Hanover, Pender Counties"
2019,NC-506,"Wilmington,Brunswick, New Hanover, Pender Counties"
2012,NC-507,"Raleigh,Wake County"
2013,NC-507,"Raleigh,Wake County"
2014,NC-507,"Raleigh,Wake County"
2015,NC-507,"Raleigh,Wake County"
2016,NC-507,"Raleigh,Wake County"
2017,NC-507,"Raleigh,Wake County"
2018,NC-507,"Raleigh,Wake County"
2019,NC-507,"Raleigh,Wake County"
2012,NC-509,"Gastonia,Cleveland, Gaston, Lincoln Counties"
2013,NC-509,"Gastonia,Cleveland, Gaston, Lincoln Counties"
2014,NC-509,"Gastonia,Cleveland, Gaston, Lincoln Counties"
2015,NC-509,"Gastonia,Cleveland, Gaston, Lincoln Counties"
2016,NC-509,"Gastonia,Cleveland, Gaston, Lincoln Counties"
2017,NC-509,"Gastonia,Cleveland, Gaston,Lincoln Counties"
2018,NC-509,"Gastonia,Cleveland, Gaston, Lincoln Counties"
2019,NC-509,"Gastonia,Cleveland, Gaston, Lincoln Counties"
2012,NC-511,"Fayetteville,Cumberland County"
2013,NC-511,"Fayetteville,Cumberland County"
2014,NC-511,"Fayetteville,Cumberland County"
2015,NC-511,"Fayetteville,Cumberland County"
2016,NC-511,"Fayetteville,Cumberland County"
2017,NC-511,"Fayetteville,Cumberland County"
