year,coc_number,coc_number_and_name,pprn,estimated_ard,tier_1,bonus,dv_bonus,coc_planning
2018,NC-511,"NC-511-FAYETTEVILLE,CUMBERLAND COUNTY",604789,703508,,42210,60479,21105
2018,NC-513,"NC-513-CHAPEL HILL,ORANGE COUNTY",269936,664478,,39869,50000,19934
2018,NC-516,NC-516-NORTHWEST NORTH CAROLINA,571920,273671,,34315,57192,17158
2018,ND-500,ND-500-NORTH DAKOTA STATEWIDE,1454775,1761303,,105678,145478,52839
2018,NE-500,NE-500-NEBRASKA BALANCE OF STATE,2581208,1989734,,154872,258121,77436
2018,NE-501,"NE-501-OMAHA,COUNCIL BLUFFS",4154496,4543509,,272611,415450,136305
2018,NE-502,NE-502-LINCOLN,1370462,2256141,,135368,137046,67684
2018,NH-500,NH-500-NEW HAMPSHIRE BALANCE OF STATE,2509441,3751496,,225090,250944,112545
2018,NH-501,NH-501-MANCHESTER,1337576,1479307,,88758,133758,44379
2018,NH-502,"NH-502-NASHUA,HILLSBOROUGH COUNTY",337190,1814588,,108875,50000,54438
2018,NJ-500,NJ-500-ATLANTIC CITY & COUNTY,644465,555007,,38668,64447,19334
2018,NJ-501,NJ-501-BERGEN COUNTY,6521133,4869363,,391268,652113,195634
2018,NJ-502,NJ-502-BURLINGTON COUNTY,350310,511508,,30690,50000,15345
2018,NJ-503,"NJ-503-CAMDEN CITY & COUNTY,GLOUCESTER,CAPE MAY,CUMBERLAND COUNTIES",4832999,3451535,,289980,483300,144990
2018,NJ-504,"NJ-504-NEWARK,ESSEX COUNTY",9798154,6035911,,587889,979815,293945
2018,NJ-506,"NJ-506-JERSEY CITY,BAYONNE,HUDSON COUNTY",7451130,6564223,,447068,745113,223534
2018,NJ-507,"NJ-507-NEWBRUNSWICK,MIDDLESEX COUNTY",2145147,3028900,,181734,214515,90867
2018,NJ-508,NJ-508-MONMOUTH COUNTY,2111556,3444831,,206690,211156,103345
2018,NJ-509,NJ-509-MORRIS COUNTY,1465976,1721613,,103297,146598,51648
2018,NJ-510,"NJ-510-LAKEWOOD TOWNSHIP,OCEAN COUNTY",1364474,574359,,81868,136447,40934
2018,NJ-511,"NJ-511-PATERSON,PASSAIC COUNTY",3470108,4137117,,248227,347011,124114
2018,NJ-512,NJ-512-SALEM COUNTY,212365,135510,,12742,50000,6371
2018,NJ-513,NJ-513-SOMERSET COUNTY,354188,412830,,24770,50000,12385
2018,NJ-514,"NJ-514-TRENTON,MERCER COUNTY",2385516,3884113,,233047,238552,116523
2018,NJ-515,"NJ-515-ELIZABETH,UNION COUNTY",5042138,4668228,,302528,504214,151264
2018,NJ-516,"NJ-516-WARREN,SUSSEX,HUNTERDON COUNTIES",832376,1174640,,70478,83238,35239
2018,NM-500,NM-500-ALBUQUERQUE,3131948,5432713,,325963,313195,162981
2018,NM-501,NM-501-NEW MEXICO BALANCE OF STATE,3687311,4986165,,299170,368731,149585
2018,NV-500,"NV-500-LAS VEGAS,CLARK COUNTY",11132892,13204268,,792256,1113289,396128
2018,NV-501,"NV-501-RENO,SPARKS,WASHOE COUNTY",1882238,1654208,,112934,188224,56467
2018,NV-502,NV-502-NEVADA BALANCE OF STATE,583329,539475,,35000,58333,17500
2018,NY-500,"NY-500-ROCHESTER,IRONDEQUOIT,GREECE,MONROE COUNTY",7885259,12080024,,724801,788526,362401
2018,NY-501,"NY-501-ELMIRA,STEUBEN,ALLEGANY,LIVINGSTON,CHEMUNG,SCHUYLER COUNTIES",1355182,1519897,,91194,135518,45597
2018,NY-503,NY-503-ALBANY CITY & COUNTY,2865164,4935437,,296126,286516,148063
2018,NY-504,NY-504-CATTARAUGUS COUNTY,332428,318746,,19946,50000,9973
2018,NY-505,"NY-505-SYRACUSE,AUBURN,ONONDAGA,OSWEGO,CAYUGA COUNTIES",5993127,8475964,,508558,599313,254279
2018,NY-507,NY-507-SCHENECTADY CITY & COUNTY,1845912,3859980,,231599,184591,115799
2018,NY-508,"NY-508-BUFFALO,NIAGARA FALLS,ERIE,NIAGARA,ORLEANS,GENESEE,WYOMING COUNTIES",16662417,11655799,,999745,1666242,499873
2018,NY-510,"NY-510-ITHACA,TOMPKINS COUNTY",414044,209140,,24843,50000,12421
2018,NY-511,"NY-511-BINGHAMTON,UNION TOWN,BROOME,OTSEGO,CHENANGO,DELAWARE,CORTLAND,TIOGA COUNTIES",2988684,1591655,,179321,298868,89661
2018,NY-512,"NY-512-TROY,RENSSELAER COUNTY",1598866,3219814,,193189,159887,96594
2018,NY-513,"NY-513-WAYNE,ONTARIO,SENECA,YATES COUNTIES",851901,303702,,51114,85190,25557
2018,NY-514,"NY-514-JAMESTOWN,DUNKIRK,CHAUTAUQUA COUNTY",799802,201899,,47988,79980,23994
2018,NY-516,NY-516-CLINTON COUNTY,282886,146634,,16973,50000,8487
2018,NY-518,"NY-518-UTICA,ROME,ONEIDA,MADISON COUNTIES",2644413,3200761,,192046,264441,96023
2018,NY-519,"NY-519-COLUMBIA,GREENE COUNTIES",390558,450819,,27049,50000,13525
2018,NY-520,"NY-520-FRANKLIN,ESSEX COUNTIES",366918,80261,,22015,50000,11008
2018,NY-522,"NY-522-JEFFERSON,LEWIS,ST.LAWRENCE COUNTIES",1127314,1253146,,75189,112731,37594
2018,NY-523,"NY-523-GLENS FALLS,SARATOGA SPRINGS,SARATOGA,WASHINGTON,WARREN,HAMILTON COUNTIES",1037930,1529015,,91741,103793,45870
2018,NY-600,NY-600-NEW YORK CITY,121167367,106447473,,7270042,5000000,1250000
2018,NY-601,"NY-601-POUGHKEEPSIE,DUTCHESS COUNTY",615211,1297157,,77829,61521,38915
2018,NY-602,"NY-602-NEWBURGH,MIDDLETOWN,ORANGE COUNTY",840049,2549566,,152974,84005,76487
2018,NY-603,"NY-603-NASSAU,SUFFOLK COUNTIES",14649691,11808209,,878981,1464969,439491
2018,NY-604,"NY-604-YONKERS,MOUNTVERNON,WESTCHESTER COUNTY",5975731,17867544,,1072053,597573,536026
2018,NY-606,NY-606-ROCKLAND COUNTY,1659991,803640,,99599,165999,49800
2018,NY-607,NY-607-SULLIVAN COUNTY,326923,303643,,19615,50000,9808
2018,NY-608,"NY-608-KINGSTON,ULSTER COUNTY",649642,1138244,,68295,64964,34147
2018,OH-500,"OH-500-CINCINNATI,HAMILTON COUNTY",11001549,16824886,,1009493,1100155,504747
2018,OH-501,"OH-501-TOLEDO,LUCAS COUNTY",5711115,4143741,,342667,571112,171333
2018,OH-502,"OH-502-CLEVELAND,CUYAHOGA COUNTY",21096539,27022106,,1621326,2109654,810663
2018,OH-503,"OH-503-COLUMBUS,FRANKLIN COUNTY",6683743,11469253,,688155,668374,344078
2018,OH-504,"OH-504-YOUNGSTOWN,MAHONING COUNTY",2879600,1784205,,172776,287960,86388
2018,OH-505,"OH-505-DAYTON,KETTERING,MONTGOMERY COUNTY",5629063,9204284,,552257,562906,276129
2018,OH-506,"OH-506-AKRON,BARBERTON,SUMMIT COUNTY",5091346,4575345,,305481,509135,152740
2018,OH-507,OH-507-OHIO BALANCE OF STATE,16981872,16404500,,1018912,1698187,509456
2018,OH-508,"OH-508-CANTON,MASSILLON,ALLIANCE,STARK COUNTY",2595679,2942080,,176525,259568,88262
2018,OK-500,OK-500-NORTH CENTRAL OKLAHOMA,657622,257918,,39457,65762,19729
2018,OK-501,OK-501-TULSA CITY & COUNTY,2859778,3466756,,208005,285978,104003
2018,OK-502,OK-502-OKLAHOMA CITY,3516523,3558289,,213497,351652,106749
2018,OK-503,OK-503-OKLAHOMA BALANCE OF STATE,1104272,567890,,66256,110427,33128
2018,OK-504,"OK-504-NORMAN,CLEVELAND COUNTY",357904,402933,,24176,50000,12088
2018,OK-505,OK-505-NORTHEAST OKLAHOMA,791537,352044,,47492,79154,23746
2018,OK-506,OK-506-SOUTHWEST OKLAHOMA REGIONAL,695492,117578,,41730,69549,20865
2018,OK-507,OK-507-SOUTHEASTERN OKLAHOMA REGIONAL,984128,116835,,59048,98413,29524
2018,OR-500,"OR-500-EUGENE,SPRINGFIELD,LANE COUNTY",768403,3363526,,201812,76840,100906
2018,OR-501,"OR-501-PORTLAND,GRESHAM,MULTNOMAH COUNTY",6589429,22269997,,1336200,658943,668100
2018,OR-502,"OR-502-MEDFORD,ASHLAND,JACKSON COUNTY",458101,244882,,27486,50000,13743
2018,OR-503,OR-503-CENTRAL OREGON,388283,596396,,35784,50000,17892
2018,OR-505,OR-505-OREGON BALANCE OF STATE,3556445,3065532,,213387,355645,106693
2018,OR-506,"OR-506-HILLSBORO,BEAVERTON,WASHINGTON COUNTY",1855306,3369507,,202170,185531,101085
2018,OR-507,OR-507-CLACKAMAS COUNTY,1626951,2353017,,141181,162695,70591
2018,PA-500,PA-500-PHILADELPHIA,31258589,32693718,,1961623,3125859,980812
2018,PA-501,"PA-501-HARRISBURG,DAUPHIN COUNTY",1864343,1671218,,111861,186434,55930
2018,PA-502,"PA-502-UPPER DARBY,CHESTER,HAVERFORD,DELAWARE COUNTY",4353501,4887497,,293250,435350,146625
2018,PA-503,"PA-503-WILKES-BARRE,HAZLETON,LUZERNE COUNTY",4397567,4021709,,263854,439757,131927
2018,PA-504,"PA-504-LOWER MERION,NORRISTOWN,ABINGTON,MONTGOMERY COUNTY",3073192,2888253,,184392,307319,92196
2018,PA-505,PA-505-CHESTER COUNTY,1840742,1626834,,110445,184074,55222
2018,PA-506,"PA-506-READING,BERKS COUNTY",3604647,2762261,,216279,360465,108139
2018,PA-508,"PA-508-SCRANTON,LACKAWANNA COUNTY",2411029,2683752,,161025,241103,80513
2018,PA-509,PA-509-EASTERN PENNSYLVANIA,12189442,11427945,,731367,1218944,365683
2018,PA-510,PA-510-LANCASTER CITY & COUNTY,3386284,2296691,,203177,338628,101589
2018,PA-511,"PA-511-BRISTOL,BENSALEM,BUCKS COUNTY",1611438,1157695,,96686,161144,48343
2018,PA-512,PA-512-YORK CITY & COUNTY,1953959,1223485,,117238,195396,58619
2018,PA-600,"PA-600-PITTSBURGH,MCKEESPORT,PENN HILLS,ALLEGHENY COUNTY",20809528,17608688,,1248572,2080953,624286
2018,PA-601,PA-601-WESTERN PENNSYLVANIA,8948560,9234835,,554090,894856,277045
2018,PA-603,PA-603-BEAVER COUNTY,2371569,1283884,,142294,237157,71147
2018,PA-605,PA-605-ERIE CITY & COUNTY,2643688,2241312,,158621,264369,79311
2018,PR-502,PR-502-PUERTO RICO BALANCE OF COMMONWEALTH,14210809,13097961,,852649,1421081,426324
2018,PR-503,PR-503-SOUTH-SOUTHEAST PUERTO RICO,13488756,5515253,,809325,1348876,404663
2018,RI-500,RI-500-RHODE ISLAND STATEWIDE,8373315,6023109,,502399,837332,251199
2018,SC-500,"SC-500-CHARLESTON,LOW COUNTRY",2629571,1705708,,157774,262957,78887
2018,SC-501,"SC-501-GREENVILLE,ANDERSON,SPARTANBURG,UPSTATE",4592166,2805246,,275530,459217,137765
2018,SC-502,"SC-502-COLUMBIA,MIDLANDS",2746827,3101397,,186084,274683,93042
2018,SC-503,"SC-503-MYRTLE BEACH,SUMTER CITY & COUNTY",3333732,1946301,,200024,333373,100012
2018,SD-500,SD-500-SOUTH DAKOTA STATEWIDE,1886077,1292442,,113165,188608,56582
2018,TN-500,"TN-500-CHATTANOOGA,SOUTHEASTTENNESSEE",2332732,2550503,,153030,233273,76515
2018,TN-501,"TN-501-MEMPHIS,SHELBY COUNTY",5240112,6557779,,393467,524011,196733
2018,TN-502,"TN-502-KNOXVILLE,KNOX COUNTY",1372614,1390722,,83443,137261,41722
2018,TN-503,TN-503-CENTRAL TENNESSEE,2028142,1783153,,121689,202814,60844
2018,TN-504,TN-504-NASHVILLE-DAVIDSON COUNTY,3672380,3107210,,220343,367238,110171
2018,TN-506,TN-506-UPPER CUMBERLAND,1154586,713437,,69275,115459,34638
2018,TN-507,"TN-507-JACKSON,WEST TENNESSEE",1465726,1467428,,88046,146573,44023
2018,TN-509,TN-509-APPALACHIAN REGIONAL,1158975,1496330,,89780,115898,44890
2018,TN-510,"TN-510-MURFREESBORO,RUTHERFORD COUNTY",487236,616756,,37005,50000,18503
2018,TN-512,"TN-512-MORRISTOWN,BLOUNT,SEVIER,CAMPBELL,COCKE COUNTIES",1413595,485154,,84816,141360,42408
2018,TX-500,"TX-500-SANANTONIO,BEXAR COUNTY",10985326,8867223,,659120,1098533,329560
2018,TX-503,"TX-503-AUSTIN,TRAVIS COUNTY",6125577,5763762,,367535,612558,183767
2018,TX-600,"TX-600-DALLAS CITY & COUNTY,IRVING",17537363,15725259,,1052242,1753736,526121
2018,TX-601,"TX-601-FORT WORTH,ARLINGTON,TARRANT COUNTY",10035873,11923476,,715409,1003587,357704
2018,TX-603,TX-603-EL PASO CITY & COUNTY,5471440,2474084,,328286,547144,164143
2018,TX-604,"TX-604-WACO,MCLENNAN COUNTY",1664116,964841,,99847,166412,49923
2018,TX-607,TX-607-TEXAS BALANCE OF STATE,38074522,5854328,,2284471,3807452,1142236
2018,TX-611,TX-611-AMARILLO,1175723,603751,,70543,117572,35272
2018,TX-624,"TX-624-WICHITA FALLS,WISE,PALO PINTO,WICHITA,ARCHER COUNTIES",1089706,306206,,65382,108971,32691
2018,TX-700,"TX-700-HOUSTON,PASADENA,CONROE,HARRIS,FORT BEND,MONTGOMERY COUNTIES",33223246,33158643,,1993395,3322325,996697
2018,TX-701,"TX-701-BRYAN,COLLEGE STATION,BRAZOS VALLEY",898706,285591,,53922,89871,26961
2018,UT-500,UT-500-SALT LAKE CITY & COUNTY,5272680,7146067,,428764,527268,214382
2018,UT-503,UT-503-UTAH BALANCE OF STATE,2237442,1792391,,134247,223744,67123
2018,UT-504,"UT-504-PROVO,MOUNTAINLAND",1682150,1059020,,100929,168215,50465
2018,VA-500,"VA-500-RICHMOND,HENRICO,CHESTERFIELD,HANOVER COUNTIES",5048643,4495669,,302919,504864,151459
2018,VA-501,"VA-501-NORFOLK,CHESAPEAKE,SUFFOLK,ISLE OF WIGHT,SOUTHAMPTON COUNTIES",3653877,3770092,,226206,365388,113103
2018,VA-502,"VA-502-ROANOKE CITY & COUNTY,SALEM",1507832,796377,,90470,150783,45235
2018,VA-503,VA-503-VIRGINIA BEACH,1431910,1642276,,98537,143191,49268
2018,VA-504,VA-504-CHARLOTTESVILLE,365622,356702,,21937,50000,10969
2018,VA-505,"VA-505-NEWPORT NEWS,HAMPTON,VIRGINIAPENINSULA",1443050,1955738,,117344,144305,58672
2018,VA-507,VA-507-PORTSMOUTH,1125232,1168615,,70117,112523,35058
2018,VA-508,VA-508-LYNCHBURG,451544,357393,,27093,50000,13546
2018,VA-513,"VA-513-HARRISONBURG,WINCHESTER,WESTERNVIRGINIA",687290,362880,,41237,68729,20619
2018,VA-514,"VA-514-FREDERICKSBURG,SPOTSYLVAN IA,STAFFORD COUNTIES",399000,298606,,23940,50000,11970
2018,VA-521,VA-521-VIRGINIA BALANCE OF STATE,3676592,814436,,220596,367659,110298
2018,VA-600,VA-600-ARLINGTON COUNTY,939916,2611996,,156720,93992,78360
2018,VA-601,VA-601-FAIRFAX COUNTY,3965584,8744225,,524654,396558,262327
2018,VA-602,VA-602-LOUDOUN COUNTY,328233,177752,,19694,50000,9847
2018,VA-603,VA-603-ALEXANDRIA,238226,826462,,49588,50000,24794
2018,VA-604,VA-604-PRINCE WILLIAM COUNTY,1736405,552650,,104184,173641,52092
2018,VI-500,VI-500-VIRGIN ISLANDS,939482,108794,,56369,93948,28184
2018,VT-500,VT-500-VERMONT BALANCE OF STATE,1624107,3364072,,201844,162411,100922
2018,VT-501,"VT-501-BURLINGTON,CHITTENDEN COUNTY",463652,1140058,,68403,50000,34202
2018,WA-500,"WA-500-SEATTLE,KING COUNTY",11237333,34110453,,2046627,1123733,1023314
2018,WA-501,WA-501-WASHINGTON BALANCE OF STATE,5446773,6904013,,414241,544677,207120
2018,WA-502,WA-502-SPOKANE CITY & COUNTY,2818422,3675649,,220539,281842,110269
2018,WA-503,"WA-503-TACOMA,LAKEWOOD,PIERCE COUNTY",4059606,3222870,,243576,405961,121788
2018,WA-504,"WA-504-EVERETT,SNOHOMISH COUNTY",2534101,7823734,,469424,253410,234712
2018,WA-508,"WA-508-VANCOUVER,CLARK COUNTY",769834,1931121,,115867,76983,57934
2018,WI-500,WI-500-WISCONSIN BALANCE OF STATE,9831514,8739231,,589891,983151,294945
2018,WI-501,WI-501-MILWAUKEE CITY & COUNTY,12758231,10281986,,765494,1275823,382747
2018,WI-502,WI-502-RACINE CITY & COUNTY,1612577,890498,,96755,161258,48377
2018,WI-503,"WI-503-MADISON,DANE COUNTY",1663997,3129707,,187782,166400,93891
2018,WV-500,"WV-500-WHEELING,WEIRTON AREA",679038,403829,,40742,67904,20371
2018,WV-501,"WV-501-HUNTINGTON,CABELL,WAYNE COUNTIES",1440735,2366017,,141961,144074,70981
2018,WV-503,"WV-503-CHARLESTON,KANAWHA,PUTNAM,BOONE,CLAY COUNTIES",1490038,1135690,,89402,149004,44701
2018,WV-508,WV-508-WEST VIRGINIA BALANCE OF STATE,3357283,4210305,,252618,335728,126309
2018,WY-500,WY-500-WYOMING STATEWIDE,1018988,264399,,61139,101899,30570
2017,AK-500,AK-500-ANCHORAGE,1210110,2849941,,170996,,85498
2017,AK-501,AK-501-ALASKA BALANCE OF STATE,707296,738301,,44298,,22149
2017,AL-500,"AL-500-BIRMINGHAM,JEFFERSON,ST.CLAIR,SHELBY COUNTIES",6079332,8647184,,518831,,259416
2017,AL-501,"AL-501-MOBILE CITY & COUNTY,BALDWIN COUNTY",3048353,3736133,,224168,,112084
2017,AL-502,"AL-502-FLORENCE,NORTHWEST ALABAMA",570142,452978,,34209,,17104
2017,AL-503,"AL-503-HUNTSVILLE,NORTH ALABAMA",860324,678545,,51619,,25810
2017,AL-504,AL-504-MONTGOMERY CITY & COUNTY,1480062,2044284,,122657,,61329
2017,AL-506,AL-506-TUSCALOOSA CITY & COUNTY,375269,216199,,22516,,11258
2017,AL-507,AL-507-ALABAMA BALANCE OF STATE,3576720,1044477,,214603,,107302
2017,AR-500,"AR-500-LITTLE ROCK,CENTRAL ARKANSAS",1610197,3157488,,189449,,94725
2017,AR-501,"AR-501-FAYETTEVILLE,NORTHWEST ARKANSAS",1027245,353659,,61635,,30817
2017,AR-503,AR-503-ARKANSAS BALANCE OF STATE,1901178,426096,,114071,,57035
2017,AR-504,AR-504-DELTA HILLS,871849,0,,52311,,26155
2017,AR-505,AR-505-SOUTHEAST ARKANSAS,787114,271580,,47227,,23613
2017,AR-512,"AR-512-BOONE,BAXTER,MARION,NEWTON COUNTIES",232682,0,,13961,,6980
2017,AZ-500,AZ-500-ARIZONA BALANCE OF STATE,3517453,3883471,,233008,,116504
2017,AZ-501,"AZ-501-TUCSON,PIMA COUNTY",5759691,8169802,,490188,,245094
2017,AZ-502,"AZ-502-PHOENIX,MESA,MARICOPA COUNTY",18851495,25313828,,1518830,,759415
2017,CA-500,"CA-500-SAN JOSE,SANTA CLARA CITY & COUNTY",8484901,19543610,,1172617,,586308
2017,CA-501,CA-501-SAN FRANCISCO,12420764,31486407,,1889184,,944592
2017,CA-502,"CA-502-OAKLAND,BERKELEY,ALAMEDA COUNTY",9940663,33272919,,1996375,,998188
2017,CA-503,CA-503-SACRAMENTO CITY & COUNTY,7717645,19367838,,1162070,,581035
2017,CA-504,"CA-504-SANTA ROSA,PETALUMA,SONOMA COUNTY",1708526,2986734,,179204,,89602
2017,CA-505,"CA-505-RICHMOND,CONTRA COSTA COUNTY",3739418,12753390,,765203,,382602
2017,CA-506,"CA-506-SALINAS,MONTEREY,SAN BENITO COUNTIES",2070034,1908540,,124202,,62101
2017,CA-507,CA-507-MARIN COUNTY,359833,3232967,,193978,,96989
2017,CA-508,"CA-508-WATSONVILLE,SANTA CRUZ CITY & COUNTY",751225,2284862,,137092,,68546
2017,CA-509,CA-509-MENDOCINO COUNTY,312025,1649881,,98993,,49496
2017,CA-510,"CA-510-TURLOCK,MODESTO,STANISLAUS COUNTY",3209610,3110273,,192577,,96288
2017,CA-511,"CA-511-STOCKTON,SAN JOAQUIN COUNTY",4321479,4290724,,259289,,129644
2017,CA-512,"CA-512-DALY CITY,SAN MATEO COUNTY",2469940,9542856,,572571,,286286
2017,CA-513,"CA-513-VISALIA,KINGS,TULARE COUNTIES",2049440,2127729,,127664,,63832
2017,CA-514,"CA-514-FRESNO CITY & COUNTY,MADERA COUNTY",7785449,8893607,,533616,,266808
2017,CA-515,"CA-515-ROSEVILLE,ROCKLIN,PLACER,NEVADA COUNTIES",838918,1232711,,73963,,36981
2017,CA-516,"CA-516-REDDING,SHASTA,SISKIYOU,LASSEN,PLUMAS,DEL NORTE,MODOC,SIERRA COUNTIES",956267,317347,,57376,,28688
2017,CA-517,CA-517-NAPA CITY & COUNTY,326375,694644,,41679,,20839
2017,CA-518,"CA-518-VALLEJO,SOLANO COUNTY",792758,1231882,,73913,,36956
2017,CA-519,"CA-519-CHICO,PARADISE,BUTTE COUNTY",570171,528301,,34210,,17105
2017,CA-520,CA-520-MERCED CITY & COUNTY,884430,712271,,53066,,26533
2017,CA-521,"CA-521-DAVIS,WOODLAND,YOLO COUNTY",491224,473409,,29473,,14737
2017,CA-522,CA-522-HUMBOLDT COUNTY,579199,798988,,47939,,23970
2017,CA-523,"CA-523-COLUSA,GLENN,TRINITY COUNTIES",215630,0,,12938,,6469
2017,CA-524,"CA-524-YUBA CITY & COUNTY,SUTTER COUNTY",488620,0,,29317,,14659
2017,CA-525,CA-525-EL DORADO COUNTY,310993,9817,,18660,,9330
2017,CA-526,"CA-526-TUOLUMNE,AMADOR,CALAVERAS,MARIPOSA COUNTIES",440306,302026,,26418,,13209
2017,CA-527,CA-527-TEHAMA COUNTY,184121,0,,11047,,5524
2017,CA-529,CA-529 – LAKE COUNTY,205638,0,,12338,,6169
2017,CA-530,"CA-530-ALPINE,INYO,MONO COUNTIES",105476,0,,6329,,3164
2017,CA-600,CA-600-LOS ANGELES CITY & COUNTY,65917815,104865915,,6291955,,1250000
2017,CA-601,CA-601-SAN DIEGO CITY AND COUNTY,15802180,17708276,,1062497,,531248
2017,CA-602,"CA-602-SANTA ANA,ANAHEIM,ORANGE COUNTY",13665037,21703735,,1302224,,651112
2017,CA-603,"CA-603-SANTA MARIA,SANTA BARBARA COUNTY",1576493,1614978,,96899,,48449
2017,CA-604,"CA-604-BAKERSFIELD,KERN COUNTY",5598776,5449819,,335927,,167963
2017,CA-606,CA-606-LONG BEACH,4111016,7312216,,438733,,219366
2017,CA-607,CA-607-PASADENA,1351699,3084033,,185042,,92521
2017,CA-608,CA-608-RIVERSIDE CITY & COUNTY,10978453,9596126,,658707,,329354
2017,CA-609,CA-609-SAN BERNARDINO CITY & COUNTY,11654268,10002982,,699256,,349628
2017,CA-611,"CA-611-OXNARD,SANBUENAVENTURA,VENTURA COUNTY",3425163,2072803,,205510,,102755
2017,CA-612,CA-612-GLENDALE,1238322,2302719,,138163,,69082
2017,CA-613,CA-613-IMPERIAL COUNTY,568675,175053,,34121,,17060
2017,CA-614,CA-614-SAN LUIS OBISPO COUNTY,1256640,890056,,75398,,37699
2017,CO-500,CO-500-COLORADO BALANCE OF STATE,3268502,2778029,,196110,,98055
2017,CO-503,CO-503-METROPOLITAN DENVER,9906463,23730624,,1423837,,711919
2017,CO-504,"CO-504-COLORADO SPRINGS,EL PASO COUNTY",2253795,2372352,,142341,,71171
2017,CT-503,"CT-503-BRIDGEPORT,STAMFORD,NORWALK,FAIRFIELD COUNTY",3426927,9895520,,593731,,296866
2017,CT-505,CT-505-CONNECTICUT BALANCE OF STATE,12418513,33413421,,2004805,,1002403
2017,DC-500,DC-500-DISTRICT OF COLUMBIA,10380705,19774255,,1186455,,593228
2017,DE-500,DE-500-DELAWARE STATEWIDE,3734461,7629179,,457751,,228875
2017,FL-500,"FL-500-SARASOTA,BRADENTON,MANATEE,SARASOTA COUNTIES",2633518,796249,,158011,,79006
2017,FL-501,"FL-501-TAMPA,HILLSBOROUGH COUNTY",6566372,6055045,,393982,,196991
2017,FL-502,"FL-502-ST.PETERSBURG,CLEARWATER,LARGO,PINELLAS COUNTY",3387479,3920282,,235217,,117608
2017,FL-503,"FL-503-LAKELAND,WINTERHAVEN,POLK COUNTY",2527864,1647715,,151672,,75836
2017,FL-504,"FL-504-DAYTONA BEACH,DAYTONA,VOLUSIA,FLAGLER COUNTIES",1812443,1255558,,108747,,54373
2017,FL-505,"FL-505-FORT WALTON BEACH,OKALOOSA,WALTON COUNTIES",468363,557463,,33448,,16724
2017,FL-506,"FL-506-TALLAHASSEE,LEON COUNTY",2068067,1282124,,124084,,62042
2017,FL-507,"FL-507-ORLANDO,ORANGE,OSCEOLA,SEMINOLE COUNTIES",7473072,7316769,,448384,,224192
2017,FL-508,"FL-508-GAINESVILLE,ALACHUA,PUTNAM COUNTIES",1093804,645800,,65628,,32814
2017,FL-509,"FL-509-FORT PIERCE,ST.LUCIE,INDIANRIVER,MARTIN COUNTIES",1056089,1530912,,91855,,45927
2017,FL-510,"FL-510-JACKSONVILLE-DUVAL,CLAY COUNTIES",4700514,4311530,,282031,,141015
2017,FL-511,"FL-511-PENSACOLA,ESCAMBIA,SANTA ROSA COUNTIES",1660409,736174,,99625,,49812
2017,FL-512,FL-512-ST.JOHNS COUNTY,220984,123326,,13259,,6630
2017,FL-513,"FL-513-PALM BAY,MELBOURNE,BREVARD COUNTY",763338,616732,,45800,,22900
2017,FL-514,"FL-514-OCALA,MARION COUNTY",1476772,190997,,88606,,44303
2017,FL-515,"FL-515-PANAMA CITY,BAY,JACKSON COUNTIES",726110,32729,,43567,,21783
2017,FL-517,"FL-517-HENDRY,HARDEE,HIGHLANDS COUNTIES",768404,157366,,46104,,23052
2017,FL-518,"FL-518-COLUMBIA,HAMILTON,LAFAYETTE,SUWANNEE COUNTIES",359466,346948,,21568,,10784
2017,FL-519,FL-519-PASCO COUNTY,1903620,831509,,114217,,57109
2017,FL-520,"FL-520-CITRUS,HERNANDO,LAKE,SUMTER COUNTIES",1077910,420301,,64675,,32337
2017,FL-600,FL-600-MIAMI-DADE COUNTY,14946113,29027696,,1741662,,870831
2017,FL-601,"FL-601-FT LAUDERDALE,BROWARD COUNTY",5069466,10438621,,626317,,313159
2017,FL-602,"FL-602-PUNTA GORDA,CHARLOTTE COUNTY",250871,182132,,15052,,7526
2017,FL-603,"FL-603-FT MYERS,CAPE CORAL,LEE COUNTY",2408142,1661056,,144489,,72244
2017,FL-604,FL-604-MONROE COUNTY,390328,471296,,28278,,14139
2017,FL-605,"FL-605-WEST PALM BEACH,PALM BEACH COUNTY",5125273,4799395,,307516,,153758
2017,FL-606,"FL-606-NAPLES,COLLIER COUNTY",1576296,358987,,94578,,47289
2017,GA-500,GA-500-ATLANTA,5050807,6777940,,406676,,203338
2017,GA-501,GA-501-GEORGIA BALANCE OF STATE,18464558,16929821,,1107873,,553937
2017,GA-502,GA-502-FULTON COUNTY,1792172,2522828,,151370,,75685
2017,GA-503,GA-503-ATHENS-CLARKE COUNTY,340559,663759,,39826,,19913
2017,GA-504,GA-504-AUGUSTA-RICHMOND COUNTY,1262648,604090,,75759,,37879
2017,GA-505,"GA-505-COLUMBUS-MUSCOGEE,RUSSELL COUNTY",1126406,1360498,,81630,,40815
2017,GA-506,"GA-506-MARIETTA,COBB COUNTY",2576314,2079724,,154579,,77289
2017,GA-507,"GA-507-SAVANNAH,CHATHAM COUNTY",1733935,3284537,,197072,,98536
2017,GA-508,GA-508-DEKALB COUNTY,3570808,4645806,,278748,,139374
2017,GU-500,GU-500-GUAM,1369204,1082174,,82152,,41076
2017,HI-500,HI-500-HAWAII BALANCE OF STATE,1341880,2157800,,129468,,64734
