year,coc_number,caa_coc_award_amount
2013,MA-518,1529848
2013,MA-503,1671165
2013,LA-505,1514190
2013,LA-508,1204320
2013,LA-506,2228131
2013,KY-500,8611938
2013,IN-500,1658389
2013,IN-503,4281717
2013,KS-502,2457564
2013,IL-519,610570
2013,IL-501,1597287
2013,IN-502,9111779
2013,KS-501,1637882
2013,KY-502,1502532
2013,KY-501,8488029
2013,KS-505,595449
2013,KS-507,2634031
2013,KS-503,1949973
2012,NY-510,227316
2012,NY-524,177376
2012,NY-604,13933265
2012,NY-523,1219944
2012,NY-600,113178205
2012,NY-602,2253323
2012,NY-500,9584780
2012,NY-606,427069
2012,NY-503,4489644
2012,NY-501,1221007
2012,NY-507,3292381
2012,NY-511,1275151
2012,NY-518,3313194
2012,NJ-504,4807094
2012,NJ-500,364278
2012,NJ-511,2349756
2012,NJ-510,234008
2012,NJ-507,1043613
2012,NJ-502,538548
2012,NJ-512,146161
2012,NV-500,6584649
2012,NV-501,1657885
2012,NV-502,731390
2012,NJ-505,372227
2012,NM-500,5161457
2012,NM-501,3771629
2012,OH-501,4287052
2012,OH-503,9710533
2012,OH-502,24286208
2012,NY-514,253399
2012,NY-516,169981
2012,NY-517,83701
2012,OH-505,7972282
2012,OH-504,2213411
2012,OH-506,4177235
2012,OK-502,2421062
2012,OH-508,2164641
2012,OH-500,13289442
2012,OH-507,13648468
2012,NY-601,1393529
2012,NY-520,101334
2012,NY-502,295588
2012,NY-607,471694
2012,NY-519,354806
2012,NY-505,9155843
2012,NY-522,849464
2012,NY-603,10675672
2012,NY-513,178430
2012,NY-508,8190480
2012,NY-512,2886817
2012,NY-504,417058
2012,NY-608,1242590
2012,MO-503,313767
2012,MO-600,945455
2012,MS-500,1609532
2012,MO-604,9227688
2012,MO-603,1087881
2012,MO-501,11004954
2012,MS-501,3767108
2012,NC-500,1797790
2012,NC-505,3651972
2012,NC-503,4501964
2012,MS-503,736128
2012,MT-500,2648326
2012,NC-509,911287
2012,MN-503,2679567
2012,MN-509,2732733
2012,MN-501,5732283
2012,MN-502,1783511
2012,MN-505,1211306
2012,MN-506,492240
2012,MN-508,747470
2012,MO-606,4577880
2012,MO-500,906139
2012,MO-602,622420
2012,MN-504,340618
2012,MN-500,8896560
2012,MN-511,863151
2012,NJ-515,3762939
2012,NJ-513,345966
2012,NJ-503,1386845
2012,NH-502,1833484
2012,NH-500,3133682
2012,NJ-508,2623408
2012,NJ-516,592807
2012,NJ-518,144812
2012,NJ-514,2051636
2012,NJ-520,102254
2012,NJ-509,1104478
2012,NJ-501,2311037
2012,NJ-506,3475962
2012,NC-506,725082
2012,NC-502,833976
2012,NC-516,286529
2012,NC-511,816914
2012,NC-501,1071814
2012,NC-513,483339
2012,NC-504,1768826
2012,NE-500,1904146
2012,NE-501,3640181
2012,NH-501,1233926
2012,NC-507,2611039
2012,ND-500,2061023
2012,NE-502,1961670
2012,VA-600,1697234
2012,VA-603,661023
2012,VA-502,862581
2012,UT-503,1365300
2012,VA-501,4071335
2012,VA-602,159205
2012,VA-507,1380913
2012,VA-509,189584
2012,VA-510,86882
2012,VA-503,1426858
2012,VA-508,373924
2012,VA-604,680008
2012,VA-500,4024468
2012,TX-501,979595
2012,TX-701,261758
2012,TX-604,733490
2012,TX-700,25433318
2012,TX-601,11784744
2012,TX-603,2931473
2012,TX-703,804502
2012,TX-504,283666
2012,UT-504,1183509
2012,UT-500,5678852
2012,TX-607,3706467
2012,TX-503,5454086
2012,TX-611,861646
2012,WA-504,5214960
2012,WI-503,3142997
2012,WI-501,10638209
2012,WA-502,3473641
2012,WA-508,1212396
2012,WA-501,5489525
2012,WI-500,7161760
2012,WV-501,1627195
2012,WV-503,1333160
2012,WY-500,340815
2012,WI-502,1155033
2012,WV-508,2310119
2012,WV-500,437747
2012,VA-517,68480
2012,VA-601,6587692
2012,VA-521,272700
2012,VA-513,415474
2012,VA-504,356694
2012,VA-514,213335
2012,VA-505,1943137
2012,WA-500,23862790
2012,WA-503,2866778
2012,WA-507,542495
2012,VI-500,603382
2012,VT-501,930617
2012,VT-500,2600855
2012,PA-507,4312293
2012,PA-509,5281166
2012,PA-601,5056771
2012,OR-506,2351137
2012,PA-600,13583191
2012,PA-603,1380850
2012,PA-500,30384189
2012,PA-504,2348321
2012,PA-508,2538942
2012,PA-510,1455820
2012,PA-605,2194681
2012,PA-506,2757595
2012,PA-502,4332127
2012,OK-505,184774
2012,OK-506,119699
2012,OK-507,129109
2012,OK-503,678376
2012,OK-500,251989
2012,OK-504,325278
2012,OK-501,2669484
2012,OR-505,2873713
2012,OR-502,333532
2012,OR-503,524105
2012,OR-507,1692208
2012,OR-501,13059815
2012,OR-500,2735743
2012,TN-502,1361618
2012,TN-509,1406622
2012,TN-506,675432
2012,SD-500,1420496
2012,TN-504,3635273
2012,TN-500,2826387
2012,TN-510,594804
2012,TN-507,1691319
2012,TX-600,15663757
2012,TX-500,7190301
2012,TN-512,210306
2012,TN-503,1921338
2012,TN-501,6392034
2012,PA-501,1076667
2012,PA-503,3467716
2012,PA-512,769748
2012,PA-602,2619134
2012,PA-505,1551258
2012,PA-511,960756
2012,PR-502,12123249
2012,SC-500,1362927
2012,SC-503,1408173
2012,SC-501,3830396
2012,PR-503,5059927
2012,RI-500,5032499
2012,SC-502,2356609
2012,FL-507,6222226
2012,FL-505,61853
2012,FL-510,5110024
2012,CT-508,1721128
2012,DC-500,20404829
2012,DE-500,6437700
2012,FL-520,390205
2012,FL-605,5161685
2012,FL-602,231246
2012,FL-508,744616
2012,FL-601,10117408
2012,FL-502,4023748
2012,FL-506,1204042
2012,CA-513,611724
2012,CO-500,3028040
2012,CO-503,16034979
2012,CA-526,133444
2012,CA-510,2865913
2012,CA-605,1213540
2012,CO-504,2063205
2012,CT-501,6187459
2012,CT-503,5062537
2012,CT-505,12182632
2012,CT-502,5437817
2012,CT-512,2106226
2012,CT-506,1400730
2012,FL-500,843901
2012,FL-519,287860
2012,GA-501,12812525
2012,FL-517,201534
2012,FL-518,201881
2012,FL-504,1362390
2012,GA-506,2155870
2012,GA-504,681567
2012,GA-505,1360074
2012,GU-500,1341264
2012,GA-500,11530171
2012,GA-507,3940548
2012,GA-503,803337
2012,FL-512,208264
2012,FL-503,1266347
2012,FL-501,5511190
2012,FL-600,31821784
2012,FL-511,1004436
2012,FL-606,315368
2012,FL-603,2164377
2012,FL-514,243341
2012,FL-515,44470
2012,FL-516,659801
2012,FL-509,1295649
2012,FL-513,871759
2012,FL-604,531964
2012,AZ-502,25211347
2012,CA-600,77770840
2012,CA-507,2616669
2012,AR-505,363830
2012,AZ-501,8448988
2012,AZ-500,3874934
2012,CA-518,1168910
2012,CA-501,22294094
2012,CA-505,9142997
2012,CA-603,1421640
2012,CA-611,776645
2012,CA-511,5680431
2012,CA-607,2977736
2012,AL-502,581328
2012,AL-503,898889
2012,AL-500,8538807
2012,AK-500,2996026
2012,AK-501,861769
2012,AL-501,3670449
2012,AL-504,2244559
2012,AR-500,3799542
2012,AR-503,256371
2012,AR-504,319137
2012,AL-505,28810
2012,AL-506,332427
2012,AL-507,849945
2012,CA-614,1031601
2012,CA-522,765260
2012,CA-500,10438221
2012,CA-516,373349
2012,CA-506,1948587
2012,CA-602,14794134
2012,CA-502,24143572
2012,CA-608,8145280
2012,CA-517,514231
2012,CA-503,15150893
2012,CA-512,6049296
2012,CA-606,6955801
2012,CA-525,13339
2012,CA-508,1731164
2012,CA-520,396204
2012,CA-612,2454670
2012,CA-609,4413825
2012,CA-519,495361
2012,CA-514,5733523
2012,CA-504,2778752
2012,CA-613,216784
2012,CA-509,1902703
2012,CA-604,2787956
2012,CA-515,1130837
2012,CA-521,427867
2012,CA-601,15511675
2012,MD-513,1229127
2012,MD-508,2212663
2012,MD-505,2532952
2012,MD-501,22884452
2012,MD-504,886698
2012,MD-601,7569536
2012,MD-509,637036
2012,MD-506,402272
2012,MD-500,821783
2012,MD-511,772360
2012,MD-502,866786
2012,MD-510,302204
2012,MD-600,4820390
2012,MA-507,1500724
2012,MA-502,2066530
2012,MA-517,2334299
2012,MA-504,2031051
2012,MA-511,3524798
2012,MA-520,1089607
2012,MA-505,1921095
2012,MA-513,1799213
2012,MA-503,1697414
2012,MA-518,1204639
2012,MA-509,3838728
2012,MA-500,24278700
2012,MA-508,858455
2012,MI-502,3379469
2012,MI-512,640895
2012,MI-506,4910366
2012,MI-518,222058
2012,MI-511,140381
2012,MI-504,5217522
2012,MI-519,908417
2012,MI-514,416579
2012,MI-503,1303800
2012,MI-515,162878
2012,MI-513,246083
2012,MI-509,4286865
2012,MI-523,794102
2012,ME-502,3314472
2012,ME-500,7652961
2012,MI-501,22777182
2012,MD-507,292854
2012,MD-503,2360347
2012,MD-512,549402
2012,MI-507,1843581
2012,MI-517,827133
2012,MI-508,2167604
2012,MI-500,7872514
2012,MI-505,2174822
2012,MI-516,474306
2012,MI-510,1745654
2012,IL-514,4014362
2012,IL-518,706070
2012,IL-507,1679537
2012,IL-506,3142826
2012,IL-517,1406213
2012,IL-502,2041643
2012,IL-503,861712
2012,IL-515,987718
2012,IL-504,2211204
2012,IL-501,1555638
2012,IL-500,900825
2012,IL-512,1284129
2012,IL-519,616486
2012,IA-502,2858105
2012,IA-501,4797333
2012,ID-501,3046412
2012,HI-500,1749479
2012,HI-501,19441078
2012,IA-500,816747
2012,ID-500,1023366
2012,IL-520,961667
2012,IL-509,580791
2012,IL-511,9589819
2012,IL-508,2996459
2012,IL-510,52317876
2012,IL-513,656273
2012,LA-500,2745772
2012,LA-503,15649574
2012,LA-508,1252035
2012,LA-502,3477723
2012,LA-504,1988926
2012,LA-507,677498
2012,LA-505,1507435
2012,MA-515,1946729
2012,MA-519,892291
2012,MA-506,6384217
2012,LA-501,462286
2012,MA-510,1549304
2012,MA-516,9985178
2012,IN-500,1527211
2012,KS-507,2477400
2012,KS-501,1181644
2012,IL-516,862078
2012,IN-503,4019103
2012,IN-502,11927235
2012,KS-502,2396717
2012,KY-500,8431992
2012,KY-501,8912902
2012,LA-506,2337252
2012,KS-503,1999337
2012,KS-505,442041
2012,KY-502,1567957
2011,NY-500,10108004
2011,NY-524,167652
2011,NY-507,2957528
2011,NY-600,110168768
2011,NY-604,13727194
2011,NY-510,228930
2011,NY-605,6789866
2011,NY-606,845716
2011,NY-505,8432900
2011,NY-501,1456452
2011,NY-511,1030754
2011,NY-518,3244492
2011,NY-503,3978898
2011,NJ-500,359643
2011,NJ-515,3920199
2011,NJ-505,369499
2011,NJ-504,6854582
2011,NJ-502,586037
2011,NJ-511,3412979
2011,NJ-512,142561
2011,NV-500,6630235
2011,NV-501,1747701
2011,NV-502,650713
2011,NJ-508,2938817
2011,NM-501,3792639
2011,NM-500,4923311
2011,NY-601,1254896
2011,OH-503,9264931
2011,OH-502,24585373
2011,OH-505,7291891
2011,NY-602,2233842
2011,NY-516,178297
2011,NY-517,82137
2011,OH-508,2196203
2011,OH-506,4095660
2011,OH-501,4569422
2011,OK-502,2525608
2011,OH-507,13901357
2011,OH-500,11818598
2011,OH-504,1907277
2011,NY-603,4601960
2011,NY-502,334577
2011,NY-512,2482625
2011,NY-519,235857
2011,NY-607,452362
2011,NY-520,52505
2011,NY-522,1111223
2011,NY-513,479793
2011,NY-514,144295
2011,NY-523,1066506
2011,NY-608,1219398
2011,NY-504,425396
2011,NY-508,9101839
2011,MO-503,255943
2011,MO-606,4649522
2011,MO-600,942043
2011,MO-602,586261
2011,MO-603,1030119
2011,MO-501,9376678
2011,MS-500,1431344
2011,NC-500,1709412
2011,NC-509,868767
2011,NC-503,7607146
2011,MS-501,3553386
2011,MS-503,675593
2011,MT-500,2744642
2011,MN-509,2833799
2011,MN-503,2485556
2011,MN-501,5060631
2011,MI-515,162082
2011,MN-505,1064951
2011,MN-506,396370
2011,MN-508,643750
2011,MN-502,1668754
2011,MO-500,2380841
2011,MO-604,8150189
2011,MN-500,8964281
2011,MN-504,327999
2011,MN-511,566514
2011,NC-505,3893592
2011,NJ-503,2249062
2011,NJ-516,553044
2011,NJ-501,4310980
2011,NH-502,1723139
2011,NH-500,3158317
2011,NJ-513,363672
2011,NJ-509,1548509
2011,NJ-520,266262
2011,NJ-510,800680
2011,NJ-507,1649089
2011,NJ-506,5279329
2011,NJ-518,364708
2011,NJ-514,2589640
2011,NC-513,474695
2011,NC-502,900911
2011,NC-516,259684
2011,NC-511,780231
2011,NC-501,1053989
2011,NC-506,758099
2011,NC-504,1570421
2011,NE-500,1641426
2011,NE-501,2481479
2011,NH-501,1174314
2011,NC-507,2727871
2011,ND-500,1979410
2011,NE-502,1750518
2011,OK-503,684450
2011,VA-603,648527
2011,VA-507,1331625
2011,VA-502,760223
2011,UT-504,1135371
2011,VA-602,170815
2011,VA-600,1473366
2011,VA-508,350410
2011,VA-503,1339803
2011,VA-510,79987
2011,VA-513,380324
2011,VA-604,680460
2011,VA-500,3438318
2011,VA-509,180657
2011,TX-604,997435
2011,TX-702,176134
2011,TX-607,5405104
2011,TX-603,2716078
2011,TX-501,1012724
2011,TX-701,259686
2011,TX-703,768502
2011,TX-504,290439
2011,UT-500,4792402
2011,UT-503,1412569
2011,TX-503,4712773
2011,TX-610,609336
2011,TX-611,617181
2011,VA-504,341884
2011,WA-500,22824611
2011,WI-501,11457404
2011,WI-503,3092985
2011,WA-502,3219401
2011,WA-508,962879
2011,WA-504,4836610
2011,WI-500,7455071
2011,WV-501,1806372
2011,WV-503,1284545
2011,WY-500,338517
2011,WI-502,1207765
2011,WV-508,2553289
2011,WV-500,423804
2011,VA-518,42000
2011,VA-501,3611401
2011,VA-505,1756176
2011,VA-514,213507
2011,VA-601,5985894
2011,VA-517,67200
2011,VA-521,195674
2011,WA-503,3175831
2011,WA-507,480474
2011,WA-501,5367660
2011,VI-500,168352
2011,VT-501,934048
2011,VT-500,2762046
2011,PA-509,4718813
2011,PA-506,2264459
2011,PA-605,2328812
2011,PA-507,4477566
2011,PA-601,5090332
2011,PA-603,1239871
2011,PA-502,4191577
2011,PA-602,2443932
2011,PA-505,1547252
2011,PA-600,13911349
2011,PA-504,2558706
2011,PA-508,2284765
2011,PA-510,2231546
2011,OK-506,117413
2011,OK-501,2582158
2011,OR-501,11096445
2011,OK-500,365625
2011,OK-504,307459
2011,OK-505,419552
2011,OR-505,2654586
2011,OR-506,2103875
2011,OR-507,1424390
2011,PA-500,29007318
2011,OR-500,2356894
2011,OR-502,320931
2011,OR-503,328502
2011,PA-503,3697866
2011,TN-510,560306
2011,TN-512,761338
2011,TN-503,1902765
2011,TN-502,1240464
2011,TN-509,1315449
2011,TN-506,794469
2011,TN-501,5610742
2011,TX-500,6974144
2011,TX-624,704756
2011,TX-601,10813627
2011,TN-507,1370847
2011,TX-600,15218628
2011,TX-700,23924905
2011,PR-503,6661850
2011,PR-502,11893484
2011,RI-500,5964096
2011,PA-501,1214412
2011,PA-511,1081417
2011,PA-512,1140532
2011,SC-502,2593737
2011,SD-500,1631612
2011,TN-500,2440167
2011,TN-504,3757565
2011,SC-500,1553153
2011,SC-503,1468566
2011,SC-501,3774412
2011,DC-500,20539506
2011,DE-500,5468405
2011,FL-502,4199590
2011,CT-503,4957987
2011,CT-508,1653286
2011,CT-502,5200569
2011,FL-510,4593530
2011,FL-520,270863
2011,FL-605,4931779
2011,FL-506,1199272
2011,FL-600,29438528
2011,FL-601,9555151
2011,FL-505,621146
2011,CA-526,240927
2011,CA-605,1174370
2011,CA-513,1335250
2011,CA-510,3171099
2011,CA-517,502920
2011,CA-525,13339
2011,CO-503,15140015
2011,CT-506,1441345
2011,CT-505,11304248
2011,CT-501,6020985
2011,CO-500,3172936
2011,CO-504,1868716
2011,CT-512,1711048
2011,FL-508,900916
2011,FL-518,208868
2011,FL-500,689844
2011,FL-519,1014276
2011,FL-516,195138
2011,FL-517,201534
2011,FL-504,1381650
2011,GA-501,14473469
2011,GA-503,666901
2011,GA-504,964781
2011,GA-505,1284759
2011,GA-506,1967449
2011,GA-500,10519583
2011,GA-507,3587385
2011,FL-501,5252836
2011,FL-512,208264
2011,FL-503,1147842
2011,FL-602,220643
2011,FL-511,1126176
2011,FL-606,330761
2011,FL-603,2230767
2011,FL-514,250430
2011,FL-507,5699557
2011,FL-515,45222
2011,FL-509,1489624
2011,FL-513,860271
2011,FL-604,502634
2011,AZ-500,3499906
2011,AZ-502,23958995
2011,AZ-501,7864226
2011,AR-504,303820
2011,AR-505,318733
2011,AR-507,31824
2011,CA-507,2568788
2011,CA-611,760228
2011,CA-505,9065428
2011,CA-607,2995159
2011,CA-501,20180001
2011,CA-600,88177272
2011,CA-518,1087032
2011,AL-503,878472
2011,AL-500,8554355
2011,AL-504,2078352
2011,AK-500,2810620
2011,AK-501,767646
2011,AL-502,569005
2011,AL-505,29297
2011,AR-500,3507891
2011,AR-501,676733
2011,AR-503,1486855
2011,AL-506,577095
2011,AL-507,2084759
2011,AL-501,3628515
2011,CA-511,4412709
2011,CA-613,169864
2011,CA-506,2095413
2011,CA-516,330867
2011,CA-509,1871804
2011,CA-502,23139846
2011,CA-500,11800545
2011,CA-606,7272672
2011,CA-503,14895949
2011,CA-608,7546621
2011,CA-523,111173
2011,CA-614,958730
2011,CA-522,638308
2011,CA-512,6110450
2011,CA-514,6180804
2011,CA-601,15757584
2011,CA-508,1666085
2011,CA-609,7465574
2011,CA-603,1693870
2011,CA-519,481294
2011,CA-520,559779
2011,CA-604,5114450
2011,CA-515,1018741
2011,CA-521,462371
2011,CA-612,2566944
2011,CA-504,2318634
2011,CA-602,16289183
2011,GU-500,1125484
2011,MD-513,1014549
2011,MD-505,2500605
2011,MD-509,647218
2011,MA-510,1654156
2011,MD-601,7205447
2011,MD-508,1945953
2011,MD-502,808056
2011,MD-506,389191
2011,MD-500,743402
2011,MD-511,643424
2011,MD-600,4834828
2011,MD-510,234315
2011,MD-501,23074588
2011,MA-509,3539305
2011,MA-502,2075904
2011,MA-507,490673
2011,MA-500,21591468
2011,MA-520,866203
2011,MA-517,2414561
2011,MA-505,1850842
2011,MA-503,1520907
2011,MA-513,1822092
2011,MA-518,1439017
2011,MA-512,620045
2011,MA-508,869161
2011,MA-516,8672651
2011,MD-507,273102
2011,MI-504,4867740
2011,MI-502,3715054
2011,MI-506,4924452
2011,MI-508,2029514
2011,MI-518,212066
2011,MI-511,119291
2011,MI-512,637034
2011,MI-503,1303894
2011,MI-523,793640
2011,MI-514,414860
2011,MI-519,930780
2011,MI-513,245723
2011,MI-509,4063298
2011,ME-501,1451977
2011,ME-502,3044621
2011,ME-500,6055008
2011,MD-503,2084472
2011,MD-512,540995
2011,MD-504,679196
2011,MI-501,24289188
2011,MI-510,1658250
2011,MI-517,801593
2011,MI-500,8074715
2011,MI-505,2472805
2011,MI-507,1635412
2011,MI-516,516914
2011,IL-518,1330274
2011,IL-507,1534301
2011,IL-500,910018
2011,IL-506,2962141
2011,IL-502,2073815
2011,IL-514,3675721
2011,IL-503,861835
2011,IL-504,2017042
2011,IL-501,1672694
2011,IL-508,2789497
2011,IL-512,1254478
2011,IL-519,680675
2011,IL-515,1018024
2011,IA-502,2950347
2011,IA-501,4674913
2011,ID-501,2820752
2011,HI-500,2145731
2011,HI-501,9448072
2011,IA-500,823307
2011,ID-500,942003
2011,IL-520,1070004
2011,IL-509,596122
2011,IL-517,1357938
2011,IL-510,53546555
2011,IL-511,9718283
2011,IL-513,658620
2011,IL-516,859859
2011,LA-500,2435925
2011,LA-508,1265590
2011,LA-505,1302541
2011,LA-504,1827302
2011,LA-503,14556516
2011,LA-507,712943
2011,LA-501,411503
2011,MA-501,1611027
2011,MA-504,1902569
2011,MA-511,3184421
2011,MA-506,5882768
2011,MA-515,1868194
2011,MA-519,828429
2011,KS-507,2587704
2011,KS-501,1024484
2011,KS-502,2359244
2011,IN-502,13589159
2011,IN-500,1733439
2011,IN-503,4668238
2011,KS-503,1918064
2011,KY-501,8179986
2011,LA-506,2195874
2011,LA-502,3379558
2011,KS-505,403381
2011,KY-502,1573492
2011,KY-500,8637828
2010,NY-507,2799411
2010,NY-510,228930
2010,NY-600,108503920
2010,NV-502,576134
2010,NV-500,6545590
2010,NY-500,9683629
2010,NY-605,8077598
2010,NY-505,8362877
2010,NY-518,3264407
2010,NY-606,395443
2010,NY-524,168636
2010,NY-511,1578236
2010,NY-503,3899887
2010,NV-501,1630614
2010,NJ-502,616659
2010,NJ-511,3267676
2010,NJ-515,4265859
2010,NJ-510,781140
2010,NJ-504,7541111
2010,NJ-507,1522739
2010,NJ-500,530274
2010,NJ-513,362846
2010,NM-501,3884660
2010,NM-500,4840903
2010,NJ-508,2574626
2010,NJ-505,368949
2010,NJ-512,142561
2010,NY-517,82137
2010,OH-502,24051470
2010,OH-507,13710292
2010,NY-602,2025603
2010,NY-514,142051
2010,NY-516,177534
2010,OH-505,7288092
2010,OH-506,4006322
2010,OH-501,4302949
2010,OH-503,8939274
2010,OH-500,11925790
2010,OH-508,2111812
2010,OH-504,1794024
2010,NY-523,1001328
2010,NY-519,228817
2010,NY-607,455286
2010,NY-512,2178644
2010,NY-501,1333315
2010,NY-601,1239048
2010,NY-603,4349797
2010,NY-502,334978
2010,NY-504,421280
2010,NY-513,481413
2010,NY-604,11365188
2010,NY-522,286824
2010,NY-608,1128795
2010,NY-508,6507697
2010,NJ-520,212368
2010,MO-600,935513
2010,MO-604,8847295
2010,MO-500,2558662
2010,MO-501,8608912
2010,MO-503,220832
2010,MO-606,4587814
2010,MS-500,1447014
2010,NC-503,7002605
2010,NC-505,3719337
2010,NC-511,778844
2010,MS-501,2965274
2010,MS-503,619729
2010,MT-500,2774883
2010,MO-603,983189
2010,MN-503,1550052
2010,MN-501,5009442
2010,MN-500,8666004
2010,MI-515,161960
2010,MN-509,2412332
2010,MN-506,297797
2010,MN-508,598459
2010,MN-502,1679612
2010,MN-505,902657
2010,MO-602,615565
2010,MN-510,877779
2010,MN-504,299393
2010,MN-511,535642
2010,NH-502,1724536
2010,NH-500,3085074
2010,NJ-503,2230200
2010,NE-501,2464338
2010,NE-502,1748027
2010,NH-501,1075706
2010,NJ-516,355321
2010,NJ-518,306447
2010,NJ-514,2258541
2010,NJ-519,151715
2010,NJ-501,4569816
2010,NJ-506,5043388
2010,NJ-509,1521744
2010,NE-500,324522
2010,NC-502,881945
2010,NC-504,1574731
2010,NC-516,259684
2010,NC-501,971789
2010,NC-506,755119
2010,NC-513,508315
2010,NC-507,2773516
2010,NE-504,340327
2010,NE-505,180186
2010,NE-506,149238
2010,NC-500,1644608
2010,NC-509,814894
2010,ND-500,1785299
2010,VA-502,932339
2010,VA-508,350290
2010,VA-604,680460
2010,VA-600,1374688
2010,VA-507,1194735
2010,VA-603,624487
2010,VA-500,3462304
2010,VA-512,191238
2010,VA-513,389462
2010,VA-504,328936
2010,VA-509,180657
2010,VA-503,1333127
2010,VA-510,76187
2010,UT-504,1166361
2010,TX-703,754210
2010,TX-503,4366827
2010,TX-700,22019175
2010,TX-604,822328
2010,TX-702,176134
2010,TX-607,3377341
2010,TX-704,1550149
2010,TX-504,336807
2010,UT-500,4572275
2010,UT-503,645486
2010,TX-600,14888299
2010,TX-610,609336
2010,TX-611,553016
2010,WA-507,466736
2010,WI-500,7584330
2010,WI-501,11106505
2010,WA-500,22487165
2010,WA-504,4938718
2010,WA-503,3046323
2010,WI-503,3032411
2010,WV-501,1691914
2010,WV-503,1261572
2010,WY-500,338517
2010,WI-502,1204121
2010,WV-508,2483002
2010,WV-500,423804
2010,WA-508,911444
2010,VA-501,3035075
2010,VA-518,42000
2010,VA-505,1742122
2010,VA-601,5624478
2010,VA-514,207242
2010,VA-517,67200
2010,VA-521,527219
2010,VT-500,2855490
2010,WA-501,5031594
2010,WA-502,3053232
2010,VA-602,170815
2010,VI-500,234290
2010,VT-501,955612
2010,TX-701,489920
2010,PA-605,2114977
2010,PA-502,4062364
2010,PA-504,2368185
2010,OR-507,1495463
2010,PA-509,4558957
2010,PA-506,1958279
2010,PA-508,1918449
2010,PA-602,2303437
2010,PA-505,1562530
2010,PA-503,3690635
2010,PA-510,1920313
2010,PA-500,28313728
2010,PA-600,13151773
2010,OR-501,10330595
2010,OK-504,264111
2010,OK-505,365203
2010,OK-501,2582159
2010,OK-502,2397226
2010,OK-500,251906
2010,OK-503,685410
2010,OK-506,117935
2010,OR-503,327641
2010,OR-504,954195
2010,OR-506,2128799
2010,OR-505,1525921
2010,OR-500,2325059
2010,OR-502,317558
2010,TN-503,1874382
2010,TN-512,71384
2010,TN-501,5634471
2010,TN-509,1321902
2010,TN-506,833022
2010,TN-510,560390
2010,TN-507,1158647
2010,TX-601,10299612
2010,TX-603,3754592
2010,TX-501,1012724
2010,TN-504,3784209
2010,TN-500,2391062
2010,TX-500,6694485
2010,TN-502,1240464
2010,PA-601,4793283
2010,PA-603,1233551
2010,PR-503,13585590
2010,PA-511,1054777
2010,PA-501,1277914
2010,PA-507,5467063
2010,PR-502,12083267
2010,SC-503,1369355
2010,SC-501,3612020
2010,SD-500,1621502
2010,RI-500,5917987
2010,SC-502,2302498
2010,SC-500,1518068
2010,CT-512,1614797
2010,DC-500,19519271
2010,DE-500,5350441
2010,CT-509,1917286
2010,CT-510,348848
2010,CT-502,5260222
2010,FL-505,620167
2010,FL-508,888903
2010,FL-602,226883
2010,FL-511,1090701
2010,FL-605,4972262
2010,FL-520,78143
2010,FL-506,1003336
2010,CT-508,1662010
2010,CA-507,2542302
2010,CA-513,1335319
2010,CO-503,14839177
2010,CA-605,1287913
2010,CA-526,236278
2010,CA-528,47158
2010,CO-500,3186053
2010,CT-505,7234941
2010,CT-501,5656045
2010,CT-503,4842535
2010,CO-504,1840015
2010,CT-506,1454162
2010,CT-500,993905
2010,FL-510,4631402
2010,FL-502,4036618
2010,FL-519,527114
2010,FL-517,168190
2010,FL-518,157935
2010,FL-500,707364
2010,FL-601,9579307
2010,GA-503,687565
2010,GA-501,13258567
2010,GA-504,572677
2010,GA-506,1681045
2010,GA-500,10019529
2010,GA-507,3554721
2010,FL-504,1420072
2010,FL-512,152400
2010,FL-603,2166738
2010,FL-509,1402296
2010,FL-606,412601
2010,FL-501,5015502
2010,FL-503,1244179
2010,FL-513,860271
2010,FL-514,169785
2010,FL-515,45222
2010,FL-516,854850
2010,FL-507,5142569
2010,FL-604,474563
2010,FL-600,29690116
2010,CA-610,5583965
2010,AZ-502,23951097
2010,AZ-501,7824040
2010,CA-501,19785634
2010,AR-505,494688
2010,AR-507,33648
2010,AZ-500,3628142
2010,CA-600,84186342
2010,CA-607,3069817
2010,CA-511,3582836
2010,CA-609,7455200
2010,CA-518,1056625
2010,CA-505,8914268
2010,CA-611,1147655
2010,AR-504,303820
2010,AL-500,8484542
2010,AL-503,576003
2010,AL-504,2075341
2010,AK-500,2717670
2010,AK-501,762663
2010,AL-502,520531
2010,AL-505,29297
2010,AR-500,3633455
2010,AR-501,671718
2010,AR-503,221600
2010,AL-506,357763
2010,AL-507,447967
2010,AL-501,3466744
2010,CA-613,169864
2010,CA-503,14889886
2010,CA-516,238787
2010,CA-509,1905504
2010,CA-606,7290372
2010,CA-506,1934739
2010,CA-512,5945802
2010,CA-510,2710897
2010,CA-523,141173
2010,CA-517,469268
2010,CA-608,6417347
2010,CA-522,637142
2010,CA-614,955567
2010,CA-521,461285
2010,CA-601,10034865
2010,CA-508,1713368
2010,CA-602,15237296
2010,CA-603,1703560
2010,CA-514,6072991
2010,CA-519,496091
2010,CA-502,22596846
2010,CA-500,10857800
2010,CA-604,4880388
2010,CA-515,1012866
2010,CA-504,2444980
2010,CA-520,572274
2010,CA-612,2529888
2010,MD-513,993344
2010,MD-501,23207701
2010,MD-505,2464048
2010,MA-510,1594658
2010,MD-508,1925161
2010,MD-601,6898953
2010,MD-509,615431
